900001	1	1	0	400000001	100	1	0	2005	-	-	-
900002	1	1	0	400000003	100	1	0	2011	-	-	-
900003	1	1	0	400000005	100	1	0	2014	-	-	-
900004	1	1	0	400000001	100	1	0	2017	-	-	-
900005	1	1	0	400000006	100	1	0	2023	-	-	-
900006	1	1	0	400000007	100	1	0	2029	-	-	-
900007	1	1	0	400000008	100	1	0	2044	-	-	-
900008	1	1	0	400000009	100	1	0	2049	-	-	-
900009	1	1	0	400000010	100	1	0	2077	-	-	-
900010	1	1	0	400000011	100	1	0	2091	-	-	-
900011	1	1	0	400000012	100	1	0	2103	-	-	-
900012	1	1	0	400000013	100	1	0	2107	-	-	-
900013	1	1	0	400000014	100	1	0	2108	-	-	-
900014	1	1	0	400000015	100	1	0	2112	-	-	-
101111	4	1	1	201111	1000	1	0	-	-	-	-
101111	4	1	1	301111	1000	1	0	-	-	-	-
101111	4	1	1	401111	1000	1	0	-	-	-	-
101111	4	1	1	501111	1000	1	0	-	-	-	-
101121	4	1	1	201121	1000	1	0	-	-	-	-
101121	4	1	1	301121	1000	1	0	-	-	-	-
101121	4	1	1	401121	1000	1	0	-	-	-	-
101121	4	1	1	501121	1000	1	0	-	-	-	-
101131	4	1	1	201131	1000	1	0	-	-	-	-
101131	4	1	1	301131	1000	1	0	-	-	-	-
101131	4	1	1	401131	1000	1	0	-	-	-	-
101131	4	1	1	501131	1000	1	0	-	-	-	-
101141	4	1	1	201141	1000	1	0	-	-	-	-
101141	4	1	1	301141	1000	1	0	-	-	-	-
101141	4	1	1	401141	1000	1	0	-	-	-	-
101141	4	1	1	501141	1000	1	0	-	-	-	-
102111	4	1	1	202111	1000	1	0	-	-	-	-
102111	4	1	1	302111	1000	1	0	-	-	-	-
102111	4	1	1	402111	1000	1	0	-	-	-	-
102111	4	1	1	502111	1000	1	0	-	-	-	-
102121	4	1	1	202121	1000	1	0	-	-	-	-
102121	4	1	1	302121	1000	1	0	-	-	-	-
102121	4	1	1	402121	1000	1	0	-	-	-	-
102121	4	1	1	502121	1000	1	0	-	-	-	-
102131	4	1	1	202131	1000	1	0	-	-	-	-
102131	4	1	1	302131	1000	1	0	-	-	-	-
102131	4	1	1	402131	1000	1	0	-	-	-	-
102131	4	1	1	502131	1000	1	0	-	-	-	-
102141	4	1	1	202141	1000	1	0	-	-	-	-
102141	4	1	1	302141	1000	1	0	-	-	-	-
102141	4	1	1	402141	1000	1	0	-	-	-	-
102141	4	1	1	502141	1000	1	0	-	-	-	-
103111	4	1	1	203111	1000	1	0	-	-	-	-
103111	4	1	1	303111	1000	1	0	-	-	-	-
103111	4	1	1	403111	1000	1	0	-	-	-	-
103111	4	1	1	503111	1000	1	0	-	-	-	-
103121	4	1	1	203121	1000	1	0	-	-	-	-
103121	4	1	1	303121	1000	1	0	-	-	-	-
103121	4	1	1	403121	1000	1	0	-	-	-	-
103121	4	1	1	503121	1000	1	0	-	-	-	-
103131	4	1	1	203131	1000	1	0	-	-	-	-
103131	4	1	1	303131	1000	1	0	-	-	-	-
103131	4	1	1	403131	1000	1	0	-	-	-	-
103131	4	1	1	503131	1000	1	0	-	-	-	-
103141	4	1	1	203141	1000	1	0	-	-	-	-
103141	4	1	1	303141	1000	1	0	-	-	-	-
103141	4	1	1	403141	1000	1	0	-	-	-	-
103141	4	1	1	503141	1000	1	0	-	-	-	-
104111	4	1	1	204111	1000	1	0	-	-	-	-
104111	4	1	1	304111	1000	1	0	-	-	-	-
104111	4	1	1	404111	1000	1	0	-	-	-	-
104111	4	1	1	504111	1000	1	0	-	-	-	-
104121	4	1	1	204121	1000	1	0	-	-	-	-
104121	4	1	1	304121	1000	1	0	-	-	-	-
104121	4	1	1	404121	1000	1	0	-	-	-	-
104121	4	1	1	504121	1000	1	0	-	-	-	-
104131	4	1	1	204131	1000	1	0	-	-	-	-
104131	4	1	1	304131	1000	1	0	-	-	-	-
104131	4	1	1	404131	1000	1	0	-	-	-	-
104131	4	1	1	504131	1000	1	0	-	-	-	-
104141	4	1	1	204141	1000	1	0	-	-	-	-
104141	4	1	1	304141	1000	1	0	-	-	-	-
104141	4	1	1	404141	1000	1	0	-	-	-	-
104141	4	1	1	504141	1000	1	0	-	-	-	-
105111	4	1	1	205111	1000	1	0	-	-	-	-
105111	4	1	1	305111	1000	1	0	-	-	-	-
105111	4	1	1	405111	1000	1	0	-	-	-	-
105111	4	1	1	505111	1000	1	0	-	-	-	-
105121	4	1	1	205121	1000	1	0	-	-	-	-
105121	4	1	1	305121	1000	1	0	-	-	-	-
