101000	201511	301311	301311	301311	600000007	49
102000	202511	102651	302311	302311	600000007	75
102001	202521	302321	302321	302321	600000007	89
102010	202511	302311	302311	302311	600000007	75
201000	203511	303311	303311	303311	600000007	100
201001	203521	303321	303321	303321	600000007	120
201010	203511	303311	303311	303311	600000007	100
202000	204511	304311	304311	304311	600000007	124
202001	204521	304321	304321	304321	600000007	149
202010	204511	304311	304311	304311	600000007	124
203000	205511	305311	305311	305311	600000007	149
203001	205521	305321	305321	305321	600000007	179
203010	205511	305311	305311	305311	600000007	149
204000	206511	306311	306311	306311	600000007	175
204001	206521	306321	306321	306321	600000007	209
204010	206511	106651	306311	306311	600000007	175
205000	207511	307311	307311	307311	600000007	199
205001	207521	307321	307321	307321	600000007	239
205002	207531	307331	307331	307331	600000007	278
205010	207511	307311	307311	307311	600000007	199
205020	207511	107652	307311	307311	600000007	199
206000	208511	308311	308311	308311	600000007	224
206001	208521	308321	308321	308321	600000007	269
206002	208531	308331	308331	308331	600000007	313
206010	208511	108651	308311	308311	600000007	224
206020	208511	108652	308311	308311	600000007	224
207000	209511	309311	309311	309311	600000007	249
207001	209521	309321	309321	309321	600000007	299
207002	209531	309331	309331	309331	600000007	349
207010	209511	309311	309311	309311	600000007	249
207020	209511	109652	309311	309311	600000007	249
208000	210511	310311	310311	310311	600000007	273
208001	210521	310321	310321	310321	600000007	328
208002	210531	310331	310331	310331	600000007	383
208003	210541	310341	310341	310341	600000007	437
301000	211511	311311	311311	311311	600000007	299
301001	211521	311321	311321	311321	600000007	359
301002	211531	311331	311331	311331	600000007	418
301003	211541	311341	311341	311341	600000007	478
301010	211511	111651	311311	311311	600000007	299
301020	211511	111652	311311	311311	600000007	299
302000	212511	312311	312311	312311	600000007	299
302001	212521	312321	312321	312321	600000007	359
302002	212531	312331	312331	312331	600000007	418
302003	212541	312341	312341	312341	600000007	478
302010	212511	112651	312311	312311	600000007	299
302020	212511	112652	312311	312311	600000007	299
303000	213511	313311	313311	313311	600000007	324
303001	213521	313321	313321	313321	600000007	389
303002	213531	313331	313331	313331	600000007	453
303003	213541	313341	313341	313341	600000007	519
303010	213511	113651	313311	313311	600000007	324
303020	213511	313311	313311	313311	600000007	324
304000	214511	314311	314311	314311	600000007	348
304001	214521	314321	314321	314321	600000007	417
304002	214531	314331	314331	314331	600000007	487
304003	214541	314341	314341	314341	600000007	557
304010	214511	114651	314311	314311	600000007	348
304020	214511	314311	314311	314311	600000007	348
305000	215511	315311	315311	315311	600000007	373
305001	215521	315321	315321	315321	600000007	448
305002	215531	315331	315331	315331	600000007	523
305003	215541	315341	315341	315341	600000007	597
305010	215511	115651	315311	315311	600000007	373
305020	215511	115652	315311	315311	600000007	373
306000	216511	316311	316311	316311	600000007	399
306001	216521	316321	316321	316321	600000007	479
306002	216531	316331	316331	316331	600000007	558
306003	216541	316341	316341	316341	600000007	638
306010	216511	116651	316311	316311	600000007	399
306020	216511	116652	316311	316311	600000007	399
307000	217511	317311	317311	317311	600000007	423
307001	217521	317321	317321	317321	600000007	507
307002	217531	317331	317331	317331	600000007	592
307003	217541	317341	317341	317341	600000007	676
307010	217511	317311	317311	317311	600000007	423
307020	217511	117652	317311	317311	600000007	423
308000	218511	318311	318311	318311	600000007	497
308001	218521	318321	318321	318321	600000007	597
308002	218531	318331	318331	318331	600000007	696
308003	218541	318341	318341	318341	600000007	796
308010	218511	318311	318311	318311	600000007	497
308020	218511	118652	318311	318311	600000007	497
309000	219511	319311	319311	319311	600000007	548
309001	219521	319321	319321	319321	600000007	657
309002	219531	319331	319331	319331	600000007	767
309003	219541	319341	319341	319341	600000007	877
310000	213511	313311	313311	313311	600000007	324
310001	213521	313321	313321	313321	600000007	389
310002	213531	313331	313331	313331	600000007	453
310003	213541	313341	313341	313341	600000007	519
311000	214511	314311	314311	314311	600000007	348
311001	214521	314321	314321	314321	600000007	417
311002	214531	314331	314331	314331	600000007	487
311003	214541	314341	314341	314341	600000007	557
401000	220511	320311	320311	320311	600000007	572
401001	220521	320321	320321	320321	600000007	687
401002	220531	320331	320331	320331	600000007	801
401003	220541	320341	320341	320341	600000007	915
401010	220511	120651	320311	320311	600000007	572
401020	220511	120652	320311	320311	600000007	572
402000	221511	321311	321311	321311	600000007	597
402001	221521	321321	321321	321321	600000007	717
402002	221531	321331	321331	321331	600000007	836
402003	221541	321341	321341	321341	600000007	956
402010	221511	321311	321311	321311	600000007	597
402020	221511	321311	321311	321311	600000007	597
403000	222511	322311	322311	322311	600000007	623
403001	222521	322321	322321	322321	600000007	747
403002	222531	322331	322331	322331	600000007	872
403003	222541	322341	322341	322341	600000007	996
403010	222511	322311	322311	322311	600000007	623
403020	222511	322311	322311	322311	600000007	623
404000	223511	323311	323311	323311	600000007	647
404001	223521	323321	323321	323321	600000007	776
404002	223531	323331	323331	323331	600000007	905
404003	223541	323341	323341	323341	600000007	1035
404010	223511	323311	323311	323311	600000007	647
404020	223511	323311	323311	323311	600000007	647
405000	224511	324311	324311	324311	600000007	672
405001	224521	324321	324321	324321	600000007	807
405002	224531	324331	324331	324331	600000007	941
405003	224541	324341	324341	324341	600000007	1075
405010	224511	324311	324311	324311	600000007	672
405020	224511	324311	324311	324311	600000007	672
406000	225511	325311	325311	325311	600000007	697
406001	225521	325321	325321	325321	600000007	837
406002	225531	325331	325331	325331	600000007	976
406003	225541	325341	325341	325341	600000007	1116
406010	225511	325311	325311	325311	600000007	697
406020	225511	325311	325311	325311	600000007	697
407000	226511	326311	326311	326311	600000007	721
407001	226521	326321	326321	326321	600000007	865
407002	226531	326331	326331	326331	600000007	1010
407003	226541	326341	326341	326341	600000007	1154
407010	226511	326311	326311	326311	600000007	721
407020	226511	326311	326311	326311	600000007	721
408000	227511	327311	327311	327311	600000007	747
408001	227521	327321	327321	327321	600000007	896
408002	227531	327331	327331	327331	600000007	1045
408003	227541	327341	327341	327341	600000007	1195
408010	227511	327311	327311	327311	600000007	747
408020	227511	327311	327311	327311	600000007	747
602000	290511	390311	390311	390311	600000007	956
602001	290521	390321	390321	390321	600000007	1075
602002	290531	390331	390331	390331	600000007	1195
602003	290541	390341	390341	390341	600000007	1314
601000	291511	391311	391311	391311	600000007	1154
601001	291521	391321	391321	391321	600000007	1299
601002	291531	391331	391331	391331	600000007	1443
601003	291541	391341	391341	391341	600000007	1587
701000	228511	180511	180511	180511	600000007	1269
701001	228521	180521	180521	180521	600000007	1523
701002	228531	180531	180531	180531	600000007	1776
701003	228541	180541	180541	180541	600000007	2030
704000	217511	317311	317311	317311	600000007	1269
704001	217521	317321	317321	317321	600000007	1523
704002	217531	317331	317331	317331	600000007	1776
704003	217541	317341	317341	317341	600000007	2030
705000	217511	317311	317311	317311	600000007	1269
705001	217521	317321	317321	317321	600000007	1523
705002	217531	317331	317331	317331	600000007	1776
705003	217541	317341	317341	317341	600000007	2030
706000	217511	317311	317311	317311	600000007	1269
706001	217521	317321	317321	317321	600000007	1523
