0	测试地图	10	0	0	0	-	-	1	-	-	-	-	1	1	0	0	101111	101111	-	101311	-	101311	-	-	0	-	-	-	-	999999	999999						-	-	0
10	pk地图-酒馆	10	0	6	0	-	-	1	-	-	-	-	1	1	0	0	0	101111	101111	-	101311	-	101311	-	-	0	-	-	-	-	999999	999999						-	-	0
30	pk地图	10	0	6	0	-	-	1	-	-	-	-	1	1	0	0	0	101111	101111	-	101311	-	101311	-	-	0	-	-	-	-	999999	999999						-	-	0
40	pk地图1	10	0	6	0	-	-	1	-	-	-	-	1	1	0	0	0	101111	101111	-	101311	-	101311	-	-	0	-	-	-	-	999999	999999						-	-	0
20	公会战	10	0	9	0	-	-	1	-	-	-	-	1	1	0	0	0	101111	101111	-	101311	-	101311	-	-	0	-	-	-	-	999999	999999						-	-	0
101000	港口郊外	1	0	0	0	0	-	1	2201	-	-	-	51|61|71	61	71	0	1600	101111	101111	-	101311	-	801411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
102000	修炼之地	4	0	0	0	0	-	1	2203	2202	102010	-	121|131|141|151	121	131|141	0	1920	102111	102111	-	102311	-	802411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
102001	修炼之地	4	0	0	1	0	-	1	2203	2202	102010	-	122|132|142|152	122	132|142	0	2110	102121	102121	-	102321	-	802421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
102010	修炼之地前哨战	3	1	0	0	0	-	1	2202	-	-	-	161|171|181	161	171	0	1840	102111	102111	-	102311	-	802411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
201000	静谧丛林	6	0	0	0	0	-	1	2205	2204	201010	-	9621|9631|9641|9651	9621	9631|9641	0	2240	103111	103111	-	103311	-	803411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
201001	静谧丛林	6	0	0	1	0	-	1	2205	2204	201010	-	9622|9632|9642|9652	9622	9632|9642	0	2460	103121	103121	-	103321	-	803421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
201010	静谧丛林前哨战	5	1	0	0	0	-	1	2204	-	-	-	271|281|291	281	291	0	2080	103111	103111	-	103631	-	803411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
202000	丛林深处	8	0	0	0	0	-	1	2207	2206	202010	-	9711|9721|9731|9741|9751	9711	9721|9731|9741	0	2560	104111	104111	-	104311	-	804411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
202001	丛林深处	8	0	0	1	0	-	1	2207	2206	202010	-	9712|9722|9732|9742|9752	9712	9722|9732|9742	0	2820	104121	104121	-	104321	-	804421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
202010	丛林深处前哨战	7	1	0	0	0	-	1	2206	-	-	-	401|411|421|431	401	411|421	0	2400	104111	104111	-	104311	-	804411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
203000	雷鸣沼泽	10	0	0	0	0	-	1	2209	2208	203010	-	9821|9831|9841|9851|9861|9871	9821	9831|9841|9851|9861	0	2880	105111	105111	-	105311	-	805411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
203001	雷鸣沼泽	10	0	0	1	0	-	1	2209	2208	203010	-	9822|9832|9842|9852|9862|9872	9822	9832|9842|9852|9862	0	3170	105121	105121	-	105321	-	805421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
203010	雷鸣沼泽前哨战	9	1	0	0	0	-	1	2208	-	-	-	561|571|581|591	561	571|581	0	2720	105111	105111	-	105631	-	805411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
204000	猛毒沼泽	12	0	0	0	0	-	1	2211	2210	204010	-	9941|9951|9961|9971|9981|9991	9951	9941|9961|9971|9991	0	2950	106111	106111	-	106311	-	806411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
204001	猛毒沼泽	12	0	0	1	0	-	1	2211	2210	204010	-	9942|9952|9962|9972|9982|9992	9952	9942|9962|9972|9992	0	3250	106121	106121	-	106321	-	806421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
204010	猛毒沼泽前哨战	11	1	0	0	0	-	1	2210	-	-	-	721|731|741|751	721	731|741	0	2930	106111	106111	-	106311	-	806411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
205000	冰霜之森	15	0	0	0	0	-	1	2214	2213	205010|205020	-	10001|10011|10021|10031|10041|10051|10061	10001	10011|10021|10031|10041|10051	0	3530	107111	107111	-	107311	-	807411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
205001	冰霜之森	15	0	0	1	0	-	1	2214	2213	205010|205020	-	10002|10012|10022|10032|10042|10052|10062	10002	10012|10022|10032|10042|10052	0	3880	107121	107121	-	107321	-	807421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
205002	冰霜之森	15	0	0	2	0	-	1	2214	2213	205010|205020	-	10003|10013|10023|10033|10043|10053|10063	10003	10013|10023|10033|10043|10053	0	4240	107131	107131	-	107331	-	807431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
205010	冰霜之森前哨战1	13	1	0	0	0	-	1	2212	-	-	-	971|981|991|1001	971	981|991	0	3230	107111	107111	-	107311	-	807411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
205020	冰霜之森前哨战2	14	1	0	0	0	-	1	2213	-	-	-	1011|1021|1031|1041|1051	1011	1021|1031|1041	0	3450	107111	107111	-	107311	-	807411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
206000	黄昏丛林	17	0	0	0	0	-	1	2217	2216	206010|206020	-	10071|10081|10091|10101|10111|10121	10101	10071|10081|10091|10111	0	3780	108111	108111	-	108311	-	808411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
206001	黄昏丛林	17	0	0	1	0	-	1	2217	2216	206010|206020	-	10072|10082|10092|10102|10112|10122	10102	10072|10082|10092|10112	0	4160	108121	108121	-	108321	-	808421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
206002	黄昏丛林	17	0	0	2	0	-	1	2217	2216	206010|206020	-	10073|10083|10093|10103|10113|10123	10103	10073|10083|10093|10113	0	4540	108131	108131	-	108331	-	808431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
206010	黄昏丛林前哨战1	16	1	0	0	0	-	1	2215	-	-	-	1241|1251|1261|1271	1261	1241|1251	0	3570	108111	108111	-	108311	-	808411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
206020	黄昏丛林前哨战2	16	1	0	0	0	-	1	2216	-	-	-	1281|1291|1301|1311|1321	1311	1281|1291|1321	0	3570	108111	108111	-	108311	-	808411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
207000	烈焰之地	19	0	0	0	0	-	1	2220	2219	207010|207020	-	10131|10141|10151|10161|10171|10181	10141	10131|10151|10161|10171	0	4270	109111	109111	-	109311	-	809411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
207001	烈焰之地	19	0	0	1	0	-	1	2220	2219	207010|207020	-	10132|10142|10152|10162|10172|10182	10142	10132|10152|10162|10172	0	4700	109121	109121	-	109321	-	809421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
207002	烈焰之地	19	0	0	2	0	-	1	2220	2219	207010|207020	-	10133|10143|10153|10163|10173|10183	10143	10133|10153|10163|10173	0	5120	109131	109131	-	109331	-	809431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
207010	烈焰之地前哨战1	18	1	0	0	0	-	1	2218	-	-	-	1511|1521|1531|1541	1521	1511|1531	0	3990	109111	109111	-	109311	-	809411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
207020	烈焰之地前哨战2	18	1	0	0	0	-	1	2219	-	-	-	1551|1561|1571|1581|1591	1561	1551|1571|1581	0	3990	109111	109111	-	109311	-	809411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
208000	魅影遗迹	21	0	0	0	0	-	1	2221	2220	-	-	1781|1791|1801|1811|1821|1831	1791	1781|1801|1811|1821	0	4760	110111	110111	-	110311	-	810411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
208001	魅影遗迹	21	0	0	1	0	-	1	2221	2220	-	-	1782|1792|1802|1812|1822|1832	1792	1782|1802|1812|1822	0	5240	110121	110121	-	110321	-	810421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
208002	魅影遗迹	21	0	0	2	0	-	1	2221	2220	-	-	1783|1793|1803|1813|1823|1833	1793	1783|1803|1813|1823	0	5710	110131	110131	-	110331	-	810431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
208003	魅影遗迹	21	0	0	3	0	-	1	2221	2220	-	-	1784|1794|1804|1814|1824|1834	1794	1784|1804|1814|1824	0	6190	110141	110141	-	110341	-	810441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
301000	矿脉外围	23	0	0	0	0	-	10	2224	2223	301010|301020	-	2021|2031|2041|2051|2061|2071	2021	2031|2051|2061|2071	0	5390	111111	111111	-	111311	-	811411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
301001	矿脉外围	23	0	0	1	0	-	10	2224	2223	301010|301020	-	2022|2032|2042|2052|2062|2072	2022	2032|2052|2062|2072	0	5930	111121	111121	-	111321	-	811421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
301002	矿脉外围	23	0	0	2	0	-	10	2224	2223	301010|301020	-	2023|2033|2043|2053|2063|2073	2023	2033|2053|2063|2073	0	6470	111131	111131	-	111331	-	811431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
301003	矿脉外围	23	0	0	3	0	-	10	2224	2223	301010|301020	-	2024|2034|2044|2054|2064|2074	2024	2034|2054|2064|2074	0	7010	111141	111141	-	111341	-	811441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
301010	矿脉外围前哨战1	22	1	0	0	0	-	10	2222	-	-	-	2081|2091|2101|2111	2081	2091|2101	0	5040	111111	111111	-	111311	-	811411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
301020	矿脉外围前哨战2	22	1	0	0	0	-	10	2223	-	-	-	2121|2131|2141|2151|2161	2121	2141|2151|2161	0	5040	111111	111111	-	111311	-	811411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
302000	要塞底层	25	0	0	0	0	-	10	2227	2226	302010|302020	-	2351|2361|2371|2381|2391|2401	2391	2361|2371|2381|2401	0	6020	112111	112111	-	112311	-	812411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
302001	要塞底层	25	0	0	1	0	-	10	2227	2226	302010|302020	-	2352|2362|2372|2382|2392|2402	2392	2362|2372|2382|2402	0	6620	112121	112121	-	112321	-	812421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
302002	要塞底层	25	0	0	2	0	-	10	2227	2226	302010|302020	-	2353|2363|2373|2383|2393|2403	2393	2363|2373|2383|2403	0	7220	112131	112131	-	112331	-	812431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
302003	要塞底层	25	0	0	3	0	-	10	2227	2226	302010|302020	-	2354|2364|2374|2384|2394|2404	2394	2364|2374|2384|2404	0	7830	112141	112141	-	112341	-	812441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
302010	要塞底层前哨战1	24	1	0	0	0	-	10	2225	-	-	-	2411|2421|2431|2441	2431	2421|2441	0	5670	112111	112111	-	112311	-	812411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
302020	要塞底层前哨战2	24	1	0	0	0	-	10	2226	-	-	-	2451|2461|2471|2481|2491	2491	2451|2471|2481	0	5670	112111	112111	-	112311	-	812411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
303000	龙人兵团	27	0	0	0	0	-	10	2230	2229	303010|303020	-	2681|2691|2701|2711|2721|2731	2681	2691|2711|2721|2731	0	6790	113111	113111	-	113311	-	813411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
303001	龙人兵团	27	0	0	1	0	-	10	2230	2229	303010|303020	-	2682|2692|2702|2712|2722|2732	2682	2692|2712|2722|2732	0	7470	113121	113121	-	113321	-	813421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
303002	龙人兵团	27	0	0	2	0	-	10	2230	2229	303010|303020	-	2683|2693|2703|2713|2723|2733	2683	2693|2713|2723|2733	0	8150	113131	113131	-	113331	-	813431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
303003	龙人兵团	27	0	0	3	0	-	10	2230	2229	303010|303020	-	2684|2694|2704|2714|2724|2734	2684	2694|2714|2724|2734	0	8830	113141	113141	-	113341	-	813441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
303010	龙人兵团前哨战1	26	1	0	0	0	-	10	2228	-	-	-	2741|2751|2761|2771	2741	2751|2771	0	6370	113111	113111	-	113311	-	813411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
303020	龙人兵团前哨战2	26	1	0	0	0	-	10	2229	-	-	-	2781|2791|2801|2811|2821	2781	2791|2811|2821	0	6370	113111	113111	-	113311	-	813411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
304000	卫士营地	29	0	0	0	0	-	10	2233	2232	304010|304020	-	3071|3081|3091|3101|3111|3121|3131|3141	3131	3071|3081|3091|3101|3121|3141	0	7630	114111	114111	-	114311	-	814411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
304001	卫士营地	29	0	0	1	0	-	10	2233	2232	304010|304020	-	3072|3082|3092|3102|3112|3122|3132|3142	3132	3072|3082|3092|3102|3122|3142	0	8390	114121	114121	-	114321	-	814421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
304002	卫士营地	29	0	0	2	0	-	10	2233	2232	304010|304020	-	3073|3083|3093|3103|3113|3123|3133|3143	3133	3073|3083|3093|3103|3123|3143	0	9160	114131	114131	-	114331	-	814431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
304003	卫士营地	29	0	0	3	0	-	10	2233	2232	304010|304020	-	3074|3084|3094|3104|3114|3124|3134|3144	3134	3074|3084|3094|3104|3124|3144	0	9920	114141	114141	-	114341	-	814441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
304010	卫士营地前哨战1	28	1	0	0	0	-	10	2231	-	-	-	3151|3161|3171|3181	3171	3151|3161	0	7140	114111	114111	-	114311	-	814411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
304020	卫士营地前哨战2	28	1	0	0	0	-	10	2232	-	-	-	3191|3201|3211|3221|3231|3241	3231	3191|3201|3211|3241	0	7140	114111	114111	-	114311	-	814411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
305000	要塞密道	31	0	0	0	0	-	10	2236	2235	305010|305020	-	3491|3501|3511|3521|3531|3541|3551|3561	3551	3491|3511|3521|3531|3541|3561	0	8540	115111	115111	-	115311	-	815411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
305001	要塞密道	31	0	0	1	0	-	10	2236	2235	305010|305020	-	3492|3502|3512|3522|3532|3542|3552|3562	3552	3492|3512|3522|3532|3542|3562	0	9390	115121	115121	-	115321	-	815421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
305002	要塞密道	31	0	0	2	0	-	10	2236	2235	305010|305020	-	3493|3503|3513|3523|3533|3543|3553|3563	3553	3493|3513|3523|3533|3543|3563	0	10250	115131	115131	-	115331	-	815431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
305003	要塞密道	31	0	0	3	0	-	10	2236	2235	305010|305020	-	3494|3504|3514|3524|3534|3544|3554|3564	3554	3494|3514|3524|3534|3544|3564	0	11100	115141	115141	-	115341	-	815441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
305010	要塞密道前哨战1	30	1	0	0	0	-	10	2234	-	-	-	3571|3581|3591|3601	3601	3571|3591	0	8050	115111	115111	-	115311	-	815411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
305020	要塞密道前哨战2	30	1	0	0	0	-	10	2235	-	-	-	3611|3621|3631|3641|3651|3661	3661	3611|3631|3641|3651	0	8050	115111	115111	-	115311	-	815411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
306000	神秘祭坛	33	0	0	0	0	-	10	2239	2238	306010|306020	-	3881|3891|3901|3911|3921|3931|3941	3921	3881|3901|3911|3931|3941	0	9590	116111	116111	-	116311	-	816411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
306001	神秘祭坛	33	0	0	1	0	-	10	2239	2238	306010|306020	-	3882|3892|3902|3912|3922|3932|3942	3922	3882|3902|3912|3932|3942	0	10550	116121	116121	-	116321	-	816421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
306002	神秘祭坛	33	0	0	2	0	-	10	2239	2238	306010|306020	-	3883|3893|3903|3913|3923|3933|3943	3923	3883|3903|3913|3933|3943	0	11510	116131	116131	-	116331	-	816431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
306003	神秘祭坛	33	0	0	3	0	-	10	2239	2238	306010|306020	-	3884|3894|3904|3914|3924|3934|3944	3924	3884|3904|3914|3934|3944	0	12470	116141	116141	-	116341	-	816441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
306010	神秘祭坛前哨战1	32	1	0	0	0	-	10	2237	-	-	-	3951|3961|3971|3981	3971	3951|3981	0	9030	116111	116111	-	116311	-	816411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
306020	神秘祭坛前哨战2	32	1	0	0	0	-	10	2238	-	-	-	3991|4001|4011|4021|4031|4041	4041	4001|4011|4021|4031	0	9030	116111	116111	-	116311	-	816411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
307000	天空之海	35	0	0	0	0	-	10	2242	2241	307010|307020	-	4261|4271|4281|4291|4301|4311|4321	4271	4261|4281|4291|4301|4311	0	10780	117111	117111	-	117311	-	817411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
307001	天空之海	35	0	0	1	0	-	10	2242	2241	307010|307020	-	4262|4272|4282|4292|4302|4312|4322	4272	4262|4282|4292|4302|4312	0	11860	117121	117121	-	117321	-	817421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
307002	天空之海	35	0	0	2	0	-	10	2242	2241	307010|307020	-	4263|4273|4283|4293|4303|4313|4323	4273	4263|4283|4293|4303|4313	0	12940	117131	117131	-	117331	-	817431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
307003	天空之海	35	0	0	3	0	-	10	2242	2241	307010|307020	-	4264|4274|4284|4294|4304|4314|4324	4274	4264|4284|4294|4304|4314	0	14010	117141	117141	-	117341	-	817441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
307010	天空之海前哨战1	34	1	0	0	0	-	10	2240	-	-	-	4331|4341|4351|4361	4351	4331|4361	0	10150	117111	117111	-	117311	-	817411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
307020	天空之海前哨战2	34	1	0	0	0	-	10	2241	-	-	-	4371|4381|4391|4401|4411|4421	4391	4371|4381|4401|4411	0	10150	117111	117111	-	117311	-	817411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
308000	龙棘之巅	37	0	0	0	0	-	10	2245	2244	308010|308020	-	4641|4651|4661|4671|4681|4691|4701	4681	4641|4661|4671|4691|4701	0	12110	118111	118111	-	118311	-	818411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
308001	龙棘之巅	37	0	0	1	0	-	10	2245	2244	308010|308020	-	4642|4652|4662|4672|4682|4692|4702	4682	4642|4662|4672|4692|4702	0	13320	118121	118121	-	118321	-	818421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
308002	龙棘之巅	37	0	0	2	0	-	10	2245	2244	308010|308020	-	4643|4653|4663|4673|4683|4693|4703	4683	4643|4663|4673|4693|4703	0	14530	118131	118131	-	118331	-	818431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
308003	龙棘之巅	37	0	0	3	0	-	10	2245	2244	308010|308020	-	4644|4654|4664|4674|4684|4694|4704	4684	4644|4664|4674|4694|4704	0	15740	118141	118141	-	118341	-	818441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
308010	龙棘之巅前哨战1	36	1	0	0	0	-	10	2243	-	-	-	4711|4721|4731|4741	4741	4721|4731	0	11410	118111	118111	-	118311	-	818411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
308020	龙棘之巅前哨战2	36	1	0	0	0	-	10	2244	-	-	-	4751|4761|4771|4781|4791	4781	4751|4761|4771	0	11410	118111	118111	-	118311	-	818411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
309000	幽暗影牢	39	0	0	0	0	-	10	2246	2245	-	-	5011|5021|5031|5041|5051|5061|5071	5061	5021|5031|5041|5051|5071	0	13650	119111	119111	-	119311	-	819411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
309001	幽暗影牢	39	0	0	1	0	-	10	2246	2245	-	-	5012|5022|5032|5042|5052|5062|5072	5062	5022|5032|5042|5052|5072	0	15020	119121	119121	-	119321	-	819421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
309002	幽暗影牢	39	0	0	2	0	-	10	2246	2245	-	-	5013|5023|5033|5043|5053|5063|5073	5063	5023|5033|5043|5053|5073	0	16380	119131	119131	-	119331	-	819431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
309003	幽暗影牢	39	0	0	3	0	-	10	2246	2245	-	-	5014|5024|5034|5044|5054|5064|5074	5064	5024|5034|5044|5054|5074	0	17750	119141	119141	-	119341	-	819441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
310000	玩具的复仇	25	0	0	0	0	-	10	-	2276	-	-	5231|5241|5251|5261|5271	5231	5241|5251|5261	0	6020	113111	113111	-	113311	-	813411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
310001	玩具的复仇	25	0	0	1	0	-	10	-	2276	-	-	5232|5242|5252|5262|5272	5232	5242|5252|5262	0	6620	113121	113121	-	113321	-	813421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
310002	玩具的复仇	25	0	0	2	0	-	10	-	2276	-	-	5233|5243|5253|5263|5273	5233	5243|5253|5263	0	7220	113131	113131	-	113331	-	813431	960000	-	1	-	-	-	-	180351	180361					200005001|200006001|200003001|200004001	-	-	0
310003	玩具的复仇	25	0	0	3	0	-	10	-	2276	-	-	5234|5244|5254|5264|5274	5234	5244|5254|5264	0	7830	113141	113141	-	113341	-	813441	960000	-	1	-	-	-	-	180371	180381					200005001|200006001|200003001|200004001	-	-	0
311000	元素回廊	28	0	0	0	0	-	10	-	2233	-	-	5461|5471|5481|5491|5501|5511	5511	5461|5481|5491|5501	0	7630	115111	115111	-	115311	-	814411	960000	-	1	-	-	-	-	180311	180321					200005001|200006001|200003001|200004001	-	-	0
311001	元素回廊	28	0	0	1	0	-	10	-	2233	-	-	5462|5472|5482|5492|5502|5512	5512	5462|5482|5492|5502	0	8390	115121	115121	-	115321	-	814421	960000	-	1	-	-	-	-	180331	180341					200005001|200006001|200003001|200004001	-	-	0
