1	1	2	600000003	18750	600000003	37500	500	50	0	0	1
2	2	2	600000003	18750	600000003	37500	500	50	0	0	1
3	3	2	600000003	18750	600000003	37500	500	50	0	0	1
4	4	2	600000003	18750	600000003	37500	500	50	0	0	1
5	5	2	600000003	18750	600000003	37500	500	50	0	0	1
6	6	2	600000003	18750	600000003	37500	500	50	0	0	1
7	7	2	600000003	18750	600000003	37500	500	50	0	0	1
8	8	2	600000003	18750	600000003	37500	500	50	0	0	1
9	9	2	600000003	18750	600000003	37500	500	50	0	0	1
10	10	2	600000003	18750	600000003	37500	500	50	0	0	1
11	11	2	600000003	18750	600000003	37500	500	50	0	0	1
12	12	2	600000003	18750	600000003	37500	500	50	0	0	1
13	13	2	600000003	18750	600000003	37500	500	50	0	0	1
14	14	2	600000003	18750	600000003	37500	500	50	0	0	1
15	15	2	600000003	18750	600000003	37500	500	50	0	0	1
16	16	2	600000003	18750	600000003	37500	500	50	0	0	1
17	17	2	600000003	18750	600000003	37500	500	50	0	0	1
18	18	2	600000003	18750	600000003	37500	500	50	0	0	1
19	19	2	600000003	18750	600000003	37500	500	50	0	0	1
20	20	2	600000003	18750	600000003	37500	500	50	0	0	1
21	21	2	600000003	19250	600000003	38500	500	50	0	0	1
22	22	2	600000003	19750	600000003	39500	500	50	0	0	1
23	23	2	600000003	20250	600000003	40500	500	50	4	4	1
24	24	2	600000003	20750	600000003	41500	500	50	4	4	1
25	25	2	600000003	21250	600000003	42500	500	50	4	4	1
26	26	2	600000003	22250	600000003	44500	500	50	4	4	1
27	27	2	600000003	23250	600000003	46500	500	50	4	4	1
28	28	2	600000003	24250	600000003	48500	500	50	4	4	1
29	29	2	600000003	25250	600000003	50500	500	50	4	4	1
30	30	2	600000003	26250	600000003	52500	500	50	4	4	1
31	31	2	600000003	27750	600000003	55500	500	50	4	4	1
32	32	2	600000003	29250	600000003	58500	500	50	4	4	1
33	33	2	600000003	30750	600000003	61500	500	50	4	4	1
34	34	2	600000003	32250	600000003	64500	500	50	4	4	1
35	35	2	600000003	33750	600000003	67500	500	50	4	4	1
36	36	2	600000003	35750	600000003	71500	500	50	4	4	1
37	37	2	600000003	37750	600000003	75500	500	50	4	4	1
38	38	2	600000003	39750	600000003	79500	500	50	4	4	1
39	39	2	600000003	41750	600000003	83500	500	50	4	4	1
40	40	2	600000003	43750	600000003	87500	500	50	4	4	1
41	41	2	600000003	46250	600000003	92500	500	50	4	4	1
42	42	2	600000003	48750	600000003	97500	500	50	4	4	1
43	43	2	600000003	51250	600000003	102500	500	50	4	4	1
44	44	2	600000003	53750	600000003	107500	500	50	4	4	1
45	45	2	600000003	56250	600000003	112500	500	50	4	4	1
46	46	2	600000003	58750	600000003	117500	500	50	4	4	1
47	47	2	600000003	61250	600000003	122500	500	50	4	4	1
48	48	2	600000003	63750	600000003	127500	500	50	4	4	1
49	49	2	600000003	66250	600000003	132500	500	50	4	4	1
50	50	2	600000003	68750	600000003	137500	500	50	4	4	1
51	51	2	600000003	71750	600000003	143500	500	50	4	4	1
52	52	2	600000003	74750	600000003	149500	500	50	4	4	1
53	53	2	600000003	77750	600000003	155500	500	50	4	4	1
54	54	2	600000003	80750	600000003	161500	500	50	4	4	1
55	55	2	600000003	83750	600000003	167500	500	50	4	4	1
56	56	2	600000003	87250	600000003	174500	500	50	4	4	1
57	57	2	600000003	90750	600000003	181500	500	50	4	4	1
58	58	2	600000003	94250	600000003	188500	500	50	4	4	1
59	59	2	600000003	97750	600000003	195500	500	50	4	4	1
60	60	2	600000003	101250	600000003	202500	500	50	4	4	1
61	1	3	800000062	1	800000064	1	500	50	0	0	1
62	2	3	800000062	1	800000064	1	500	50	0	0	1
63	3	3	800000062	1	800000064	1	500	50	0	0	1
64	4	3	800000062	1	800000064	1	500	50	0	0	1
65	5	3	800000062	1	800000064	1	500	50	0	0	1
66	6	3	800000062	1	800000064	1	500	50	0	0	1
67	7	3	800000062	1	800000064	1	500	50	0	0	1
68	8	3	800000062	1	800000064	1	500	50	0	0	1
69	9	3	800000062	1	800000064	1	500	50	0	0	1
70	10	3	800000062	1	800000064	1	500	50	0	0	1
71	11	3	800000062	1	800000064	1	500	50	0	0	1
72	12	3	800000062	1	800000064	1	500	50	0	0	1
73	13	3	800000062	1	800000064	1	500	50	0	0	1
74	14	3	800000062	1	800000064	1	500	50	0	0	1
75	15	3	800000062	1	800000064	1	500	50	0	0	1
76	16	3	800000062	1	800000064	1	500	50	0	0	1
77	17	3	800000062	1	800000064	1	500	50	0	0	1
78	18	3	800000062	1	800000064	1	500	50	0	0	1
79	19	3	800000062	1	800000064	1	500	50	0	0	1
80	20	3	800000062	1	800000064	1	500	50	6	6	1
81	21	3	800000062	1	800000064	1	500	50	6	6	1
82	22	3	800000062	1	800000064	1	500	50	6	6	1
83	23	3	800000062	1	800000064	1	500	50	6	6	1
84	24	3	800000062	1	800000064	1	500	50	6	6	1
85	25	3	800000062	1	800000064	1	500	50	6	6	1
86	26	3	800000062	1	800000064	1	500	50	6	6	1
87	27	3	800000062	1	800000064	1	500	50	6	6	1
88	28	3	800000062	1	800000064	1	500	50	6	6	1
89	29	3	800000062	1	800000064	1	500	50	6	6	1
90	30	3	800000062	1	800000064	1	500	50	6	6	1
91	31	3	800000062	1	800000064	1	500	50	6	6	1
92	32	3	800000062	1	800000064	1	500	50	6	6	1
93	33	3	800000062	1	800000064	1	500	50	6	6	1
94	34	3	800000062	1	800000064	1	500	50	6	6	1
95	35	3	800000062	1	800000064	1	500	50	6	6	1
96	36	3	800000062	1	800000064	1	500	50	6	6	1
97	37	3	800000062	1	800000064	1	500	50	6	6	1
98	38	3	800000062	1	800000064	1	500	50	6	6	1
99	39	3	800000062	1	800000064	1	500	50	6	6	1
100	40	3	800000062	1	800000064	1	500	50	6	6	1
101	41	3	800000062	1	800000064	1	500	50	6	6	1
102	42	3	800000062	1	800000064	1	500	50	6	6	1
103	43	3	800000062	1	800000064	1	500	50	6	6	1
104	44	3	800000062	1	800000064	1	500	50	6	6	1
105	45	3	800000063	1	800000065	1	500	50	6	6	1
106	46	3	800000063	1	800000065	1	500	50	6	6	1
107	47	3	800000063	1	800000065	1	500	50	6	6	1
108	48	3	800000063	1	800000065	1	500	50	6	6	1
109	49	3	800000063	1	800000065	1	500	50	6	6	1
110	50	3	800000063	1	800000065	1	500	50	6	6	1
111	51	3	800000063	1	800000065	1	500	50	6	6	1
112	52	3	800000063	1	800000065	1	500	50	6	6	1
113	53	3	800000063	1	800000065	1	500	50	6	6	1
114	54	3	800000063	1	800000065	1	500	50	6	6	1
115	55	3	800000063	1	800000065	1	500	50	6	6	1
116	56	3	800000063	1	800000065	1	500	50	6	6	1
117	57	3	800000063	1	800000065	1	500	50	6	6	1
118	58	3	800000063	1	800000065	1	500	50	6	6	1
119	59	3	800000063	1	800000065	1	500	50	6	6	1
120	60	3	800000063	1	800000065	1	500	50	6	6	1
121	1	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
122	2	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
123	3	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
124	4	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
125	5	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
126	6	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
127	7	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
128	8	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
129	9	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
130	10	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
131	11	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
132	12	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
133	13	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
134	14	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
135	15	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	0	0	1
136	16	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	2	2	1
