1	黄金	17	3	1	0	1	2	1001000000000	99999999	1	0	0	0	4	0	0	0	0	0	0	0	0	0
2	白银	17	2	1	0	1	2	1001000000000	99999999	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3	绑金	17	6	1	0	1	2	1001000000000	99999999	1	0	0	0	4	0	0	0	0	0	0	0	0	0
4	铁石	17	8	1	0	1	2	1001000000000	99999999	1	0	0	0	2	0	0	0	0	0	0	0	0	0
5	灵石	17	9	1	0	1	2	1001000000000	99999999	1	0	0	0	1	0	0	0	0	0	0	0	0	0
6	玉石	17	4	1	0	1	2	1001000000000	99999999	1	0	0	0	4	0	0	0	0	0	0	0	0	0
7	荣誉	17	5	1	0	1	2	1001000000000	99999999	1	0	0	0	1	0	0	0	0	0	0	0	0	0
8	经验	17	20	1	0	1	2	1001000000000	99999999	1	0	0	0	1	0	0	0	0	0	0	0	0	0
20	皇龙令	12	10	1	0	1	2	999	1	1	0	0	1183	0	0	0	0	0	0	0	0	0	0
21	斗龙宝箱	11	0	1	0	1	2	999	1	1	0	0	1695	0	0	0	0	0	0	0	0	0	0
22	屠龙宝箱	11	0	1	0	1	2	999	1	1	0	0	1695	0	0	0	0	0	0	0	0	0	0
23	捆龙索	21	1	1	0	1	2	999	1	1	0	0	1183	0	0	0	0	0	0	5	0	0	0
24	捕兽夹	21	0	1	0	1	2	999	1	1	0	0	1183	0	0	0	0	0	0	1	0	0	0
801	剧毒手镯	1	8	1	0	1	2	1	1	303	168	2	33951	4	0	0	10	0	0	0	0	0	0
802	眩晕指环	1	7	1	0	1	2	1	1	303	168	2	33951	4	0	0	11	0	0	0	0	0	0
803	缠绕护手	1	3	1	0	1	2	1	1	303	168	2	33951	4	0	0	0	141	0	0	0	0	0
804	沉默项链	1	6	1	0	1	2	1	1	303	168	2	33951	4	0	0	12	0	0	0	0	0	0
805	疾行之靴	1	9	1	0	1	2	1	1	303	168	2	33951	4	0	0	0	122	0	0	0	0	0
806	巨人腰带	1	4	1	0	1	2	1	1	303	168	2	33951	4	0	0	0	100	0	0	0	0	0
807	荆棘护腿	1	5	1	0	1	2	1	1	303	168	2	33951	4	0	0	0	152	0	0	0	0	0
808	智慧护符	1	1	1	0	1	2	1	1	303	168	2	33951	4	0	0	13	0	0	0	0	0	0
1005	野果	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1014	粗大的木棒	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1021	风铃草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1023	野果	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1044	风铃草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1045	元阳草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1050	虎尾草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1051	硫磺	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1052	元阳草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1053	龙阳草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1054	蛇尾草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1055	宁心草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1056	九叶雪莲	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1057	风铃草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1058	火绒草	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1059	燧火石	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1060	燧火石	6	0	1	0	1	2	100	99999999	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1061	新手衣服	1	2	1	0	1	2	1	1	309	0	2	33951	0	0	0	0	0	0	0	0	0	0
1062	新手剑	1	11	1	2	1	2	1	1	303	0	2	33951	0	0	0	18	0	0	0	0	0	0
1063	新手斧	1	11	1	2	1	2	1	1	303	0	2	33951	0	0	0	18	0	0	0	0	0	0
1064	新手弓	1	11	1	2	1	2	1	1	303	0	2	33951	0	0	0	18	0	0	0	0	0	0
10001	青铜护符	1	1	1	1	10	2	1	1	315	0	2	33951	0	0	0	18	0	0	0	0	0	0
10002	黑钢护符	1	1	1	1	20	2	1	1	369	0	2	33951	0	0	0	29	0	0	0	0	0	0
10003	白银护符	1	1	1	1	30	2	1	1	399	0	2	33951	0	0	0	43	0	0	0	0	0	0
10004	饰金护符	1	1	1	1	40	2	1	1	429	0	2	33951	0	0	0	63	0	0	0	0	0	0
10005	乌金护符	1	1	1	1	50	2	1	1	459	0	2	33951	0	0	0	88	0	0	0	0	0	0
10006	鱼鳞护符	1	1	1	1	60	2	1	1	489	0	2	33951	0	0	0	118	0	0	0	0	0	0
10007	金丝护符	1	1	1	1	70	2	1	1	519	0	2	33951	0	0	0	154	0	0	0	0	0	0
10008	勇士护符	1	1	1	1	80	2	1	1	549	0	2	33951	0	0	0	200	0	0	0	0	0	0
10009	猛将护符	1	1	1	1	90	2	1	1	579	0	2	33951	0	0	0	259	0	0	0	0	0	0
10101	迎风护符	1	1	1	2	10	2	1	1	315	0	2	33951	0	0	0	18	0	0	0	0	0	0
10102	云纹护符	1	1	1	2	20	2	1	1	369	0	2	33951	0	0	0	29	0	0	0	0	0	0
10103	明月护符	1	1	1	2	30	2	1	1	399	0	2	33951	0	0	0	43	0	0	0	0	0	0
10104	流萤护符	1	1	1	2	40	2	1	1	429	0	2	33951	0	0	0	63	0	0	0	0	0	0
10105	逍遥护符	1	1	1	2	50	2	1	1	459	0	2	33951	0	0	0	88	0	0	0	0	0	0
10106	仙灵护符	1	1	1	2	60	2	1	1	489	0	2	33951	0	0	0	118	0	0	0	0	0	0
10107	御雷护符	1	1	1	2	70	2	1	1	519	0	2	33951	0	0	0	154	0	0	0	0	0	0
10108	碧霞护符	1	1	1	2	80	2	1	1	549	0	2	33951	0	0	0	200	0	0	0	0	0	0
10109	乾坤护符	1	1	1	2	90	2	1	1	579	0	2	33951	0	0	0	259	0	0	0	0	0	0
10201	白羽护符	1	1	1	3	10	2	1	1	315	0	2	33951	0	0	0	18	0	0	0	0	0	0
10202	苍狼护符	1	1	1	3	20	2	1	1	369	0	2	33951	0	0	0	29	0	0	0	0	0	0
10203	飞豹护符	1	1	1	3	30	2	1	1	399	0	2	33951	0	0	0	43	0	0	0	0	0	0
10204	猛虎护符	1	1	1	3	40	2	1	1	429	0	2	33951	0	0	0	63	0	0	0	0	0	0
10205	神鹰护符	1	1	1	3	50	2	1	1	459	0	2	33951	0	0	0	88	0	0	0	0	0	0
10206	凤凰护符	1	1	1	3	60	2	1	1	489	0	2	33951	0	0	0	118	0	0	0	0	0	0
10207	亢龙护符	1	1	1	3	70	2	1	1	519	0	2	33951	0	0	0	154	0	0	0	0	0	0
10208	翔云护符	1	1	1	3	80	2	1	1	549	0	2	33951	0	0	0	200	0	0	0	0	0	0
10209	霓虹护符	1	1	1	3	90	2	1	1	579	0	2	33951	0	0	0	259	0	0	0	0	0	0
11001	青铜铠	1	2	1	1	10	2	1	1	309	0	2	33951	0	0	0	0	28	0	0	0	0	0
11002	黑钢铠	1	2	1	1	20	2	1	1	366	0	2	33951	0	0	0	0	46	0	0	0	0	0
11003	白银铠	1	2	1	1	30	2	1	1	396	0	2	33951	0	0	0	0	68	0	0	0	0	0
11004	饰金铠	1	2	1	1	40	2	1	1	426	0	2	33951	0	0	0	0	100	0	0	0	0	0
11005	乌金铠	1	2	1	1	50	2	1	1	456	0	2	33951	0	0	0	0	140	0	0	0	0	0
11006	鱼鳞铠	1	2	1	1	60	2	1	1	486	0	2	33951	0	0	0	0	188	0	0	0	0	0
11007	金丝铠	1	2	1	1	70	2	1	1	516	0	2	33951	0	0	0	0	246	0	0	0	0	0
11008	勇士铠	1	2	1	1	80	2	1	1	546	0	2	33951	0	0	0	0	320	0	0	0	0	0
11009	猛将铠	1	2	1	1	90	2	1	1	576	0	2	33951	0	0	0	0	414	0	0	0	0	0
11101	迎风衫	1	2	1	2	10	2	1	1	309	0	2	33951	0	0	0	0	28	0	0	0	0	0
11102	云纹衫	1	2	1	2	20	2	1	1	366	0	2	33951	0	0	0	0	46	0	0	0	0	0
11103	明月衫	1	2	1	2	30	2	1	1	396	0	2	33951	0	0	0	0	68	0	0	0	0	0
11104	流萤衫	1	2	1	2	40	2	1	1	426	0	2	33951	0	0	0	0	100	0	0	0	0	0
11105	逍遥衫	1	2	1	2	50	2	1	1	456	0	2	33951	0	0	0	0	140	0	0	0	0	0
11106	仙灵衫	1	2	1	2	60	2	1	1	486	0	2	33951	0	0	0	0	188	0	0	0	0	0
11107	御雷衫	1	2	1	2	70	2	1	1	516	0	2	33951	0	0	0	0	246	0	0	0	0	0
11108	碧霞衫	1	2	1	2	80	2	1	1	546	0	2	33951	0	0	0	0	320	0	0	0	0	0
11109	乾坤衫	1	2	1	2	90	2	1	1	576	0	2	33951	0	0	0	0	414	0	0	0	0	0
11201	白羽甲	1	2	1	3	10	2	1	1	309	0	2	33951	0	0	0	0	28	0	0	0	0	0
11202	苍狼甲	1	2	1	3	20	2	1	1	366	0	2	33951	0	0	0	0	46	0	0	0	0	0
11203	飞豹甲	1	2	1	3	30	2	1	1	396	0	2	33951	0	0	0	0	68	0	0	0	0	0
11204	猛虎甲	1	2	1	3	40	2	1	1	426	0	2	33951	0	0	0	0	100	0	0	0	0	0
11205	神鹰甲	1	2	1	3	50	2	1	1	456	0	2	33951	0	0	0	0	140	0	0	0	0	0
11206	凤凰甲	1	2	1	3	60	2	1	1	486	0	2	33951	0	0	0	0	188	0	0	0	0	0
11207	亢龙甲	1	2	1	3	70	2	1	1	516	0	2	33951	0	0	0	0	246	0	0	0	0	0
11208	翔云甲	1	2	1	3	80	2	1	1	546	0	2	33951	0	0	0	0	320	0	0	0	0	0
11209	霓虹甲	1	2	1	3	90	2	1	1	576	0	2	33951	0	0	0	0	414	0	0	0	0	0
12001	青铜护手	1	3	1	1	10	2	1	1	345	0	2	33951	0	0	0	0	28	0	0	0	0	0
12002	黑钢护手	1	3	1	1	20	2	1	1	375	0	2	33951	0	0	0	0	46	0	0	0	0	0
12003	白银护手	1	3	1	1	30	2	1	1	405	0	2	33951	0	0	0	0	68	0	0	0	0	0
12004	饰金护手	1	3	1	1	40	2	1	1	435	0	2	33951	0	0	0	0	100	0	0	0	0	0
12005	乌金护手	1	3	1	1	50	2	1	1	465	0	2	33951	0	0	0	0	140	0	0	0	0	0
12006	鱼鳞护手	1	3	1	1	60	2	1	1	495	0	2	33951	0	0	0	0	188	0	0	0	0	0
12007	金丝护手	1	3	1	1	70	2	1	1	525	0	2	33951	0	0	0	0	246	0	0	0	0	0
12008	勇士护手	1	3	1	1	80	2	1	1	555	0	2	33951	0	0	0	0	320	0	0	0	0	0
12009	猛将护手	1	3	1	1	90	2	1	1	585	0	2	33951	0	0	0	0	414	0	0	0	0	0
12101	迎风护手	1	3	1	2	10	2	1	1	345	0	2	33951	0	0	0	0	28	0	0	0	0	0
12102	云纹护手	1	3	1	2	20	2	1	1	375	0	2	33951	0	0	0	0	46	0	0	0	0	0
12103	明月护手	1	3	1	2	30	2	1	1	405	0	2	33951	0	0	0	0	68	0	0	0	0	0
12104	流萤护手	1	3	1	2	40	2	1	1	435	0	2	33951	0	0	0	0	100	0	0	0	0	0
12105	逍遥护手	1	3	1	2	50	2	1	1	465	0	2	33951	0	0	0	0	140	0	0	0	0	0
12106	仙灵护手	1	3	1	2	60	2	1	1	495	0	2	33951	0	0	0	0	188	0	0	0	0	0
12107	御雷护手	1	3	1	2	70	2	1	1	525	0	2	33951	0	0	0	0	246	0	0	0	0	0
12108	碧霞护手	1	3	1	2	80	2	1	1	555	0	2	33951	0	0	0	0	320	0	0	0	0	0
12109	乾坤护手	1	3	1	2	90	2	1	1	585	0	2	33951	0	0	0	0	414	0	0	0	0	0
12201	白羽护手	1	3	1	3	10	2	1	1	345	0	2	33951	0	0	0	0	28	0	0	0	0	0
12202	苍狼护手	1	3	1	3	20	2	1	1	375	0	2	33951	0	0	0	0	46	0	0	0	0	0
12203	飞豹护手	1	3	1	3	30	2	1	1	405	0	2	33951	0	0	0	0	68	0	0	0	0	0
12204	猛虎护手	1	3	1	3	40	2	1	1	435	0	2	33951	0	0	0	0	100	0	0	0	0	0
12205	神鹰护手	1	3	1	3	50	2	1	1	465	0	2	33951	0	0	0	0	140	0	0	0	0	0
12206	凤凰护手	1	3	1	3	60	2	1	1	495	0	2	33951	0	0	0	0	188	0	0	0	0	0
12207	亢龙护手	1	3	1	3	70	2	1	1	525	0	2	33951	0	0	0	0	246	0	0	0	0	0
12208	翔云护手	1	3	1	3	80	2	1	1	555	0	2	33951	0	0	0	0	320	0	0	0	0	0
12209	霓虹护手	1	3	1	3	90	2	1	1	585	0	2	33951	0	0	0	0	414	0	0	0	0	0
13001	青铜腰带	1	4	1	1	10	2	1	1	333	0	2	33951	0	0	0	0	28	0	0	0	0	0
13002	黑钢腰带	1	4	1	1	20	2	1	1	378	0	2	33951	0	0	0	0	46	0	0	0	0	0
13003	白银腰带	1	4	1	1	30	2	1	1	408	0	2	33951	0	0	0	0	68	0	0	0	0	0
13004	饰金腰带	1	4	1	1	40	2	1	1	438	0	2	33951	0	0	0	0	100	0	0	0	0	0
13005	乌金腰带	1	4	1	1	50	2	1	1	468	0	2	33951	0	0	0	0	140	0	0	0	0	0
13006	鱼鳞腰带	1	4	1	1	60	2	1	1	498	0	2	33951	0	0	0	0	188	0	0	0	0	0
13007	金丝腰带	1	4	1	1	70	2	1	1	528	0	2	33951	0	0	0	0	246	0	0	0	0	0
13008	勇士腰带	1	4	1	1	80	2	1	1	558	0	2	33951	0	0	0	0	320	0	0	0	0	0
13009	猛将腰带	1	4	1	1	90	2	1	1	588	0	2	33951	0	0	0	0	414	0	0	0	0	0
13101	迎风腰带	1	4	1	2	10	2	1	1	333	0	2	33951	0	0	0	0	28	0	0	0	0	0
13102	云纹腰带	1	4	1	2	20	2	1	1	378	0	2	33951	0	0	0	0	46	0	0	0	0	0
13103	明月腰带	1	4	1	2	30	2	1	1	408	0	2	33951	0	0	0	0	68	0	0	0	0	0
13104	流萤腰带	1	4	1	2	40	2	1	1	438	0	2	33951	0	0	0	0	100	0	0	0	0	0
13105	逍遥腰带	1	4	1	2	50	2	1	1	468	0	2	33951	0	0	0	0	140	0	0	0	0	0
13106	仙灵腰带	1	4	1	2	60	2	1	1	498	0	2	33951	0	0	0	0	188	0	0	0	0	0
13107	御雷腰带	1	4	1	2	70	2	1	1	528	0	2	33951	0	0	0	0	246	0	0	0	0	0
13108	碧霞腰带	1	4	1	2	80	2	1	1	558	0	2	33951	0	0	0	0	320	0	0	0	0	0
13109	乾坤腰带	1	4	1	2	90	2	1	1	588	0	2	33951	0	0	0	0	414	0	0	0	0	0
13201	白羽腰带	1	4	1	3	10	2	1	1	333	0	2	33951	0	0	0	0	28	0	0	0	0	0
13202	苍狼腰带	1	4	1	3	20	2	1	1	378	0	2	33951	0	0	0	0	46	0	0	0	0	0
13203	飞豹腰带	1	4	1	3	30	2	1	1	408	0	2	33951	0	0	0	0	68	0	0	0	0	0
13204	猛虎腰带	1	4	1	3	40	2	1	1	438	0	2	33951	0	0	0	0	100	0	0	0	0	0
13205	神鹰腰带	1	4	1	3	50	2	1	1	468	0	2	33951	0	0	0	0	140	0	0	0	0	0
13206	凤凰腰带	1	4	1	3	60	2	1	1	498	0	2	33951	0	0	0	0	188	0	0	0	0	0
13207	亢龙腰带	1	4	1	3	70	2	1	1	528	0	2	33951	0	0	0	0	246	0	0	0	0	0
13208	翔云腰带	1	4	1	3	80	2	1	1	558	0	2	33951	0	0	0	0	320	0	0	0	0	0
13209	霓虹腰带	1	4	1	3	90	2	1	1	588	0	2	33951	0	0	0	0	414	0	0	0	0	0
14001	青铜腿甲	1	5	1	1	10	2	1	1	357	0	2	33951	0	0	0	0	28	0	0	0	0	0
14002	黑钢腿甲	1	5	1	1	20	2	1	1	384	0	2	33951	0	0	0	0	46	0	0	0	0	0
14003	白银腿甲	1	5	1	1	30	2	1	1	414	0	2	33951	0	0	0	0	68	0	0	0	0	0
14004	饰金腿甲	1	5	1	1	40	2	1	1	444	0	2	33951	0	0	0	0	100	0	0	0	0	0
14005	乌金腿甲	1	5	1	1	50	2	1	1	474	0	2	33951	0	0	0	0	140	0	0	0	0	0
14006	鱼鳞腿甲	1	5	1	1	60	2	1	1	504	0	2	33951	0	0	0	0	188	0	0	0	0	0
14007	金丝腿甲	1	5	1	1	70	2	1	1	534	0	2	33951	0	0	0	0	246	0	0	0	0	0
14008	勇士腿甲	1	5	1	1	80	2	1	1	564	0	2	33951	0	0	0	0	320	0	0	0	0	0
14009	猛将腿甲	1	5	1	1	90	2	1	1	594	0	2	33951	0	0	0	0	414	0	0	0	0	0
14101	迎风护腿	1	5	1	2	10	2	1	1	357	0	2	33951	0	0	0	0	28	0	0	0	0	0
14102	云纹护腿	1	5	1	2	20	2	1	1	384	0	2	33951	0	0	0	0	46	0	0	0	0	0
14103	明月护腿	1	5	1	2	30	2	1	1	414	0	2	33951	0	0	0	0	68	0	0	0	0	0
14104	流萤护腿	1	5	1	2	40	2	1	1	444	0	2	33951	0	0	0	0	100	0	0	0	0	0
14105	逍遥护腿	1	5	1	2	50	2	1	1	474	0	2	33951	0	0	0	0	140	0	0	0	0	0
14106	仙灵护腿	1	5	1	2	60	2	1	1	504	0	2	33951	0	0	0	0	188	0	0	0	0	0
14107	御雷护腿	1	5	1	2	70	2	1	1	534	0	2	33951	0	0	0	0	246	0	0	0	0	0
14108	碧霞护腿	1	5	1	2	80	2	1	1	564	0	2	33951	0	0	0	0	320	0	0	0	0	0
14109	乾坤护腿	1	5	1	2	90	2	1	1	594	0	2	33951	0	0	0	0	414	0	0	0	0	0
14201	白羽护腿	1	5	1	3	10	2	1	1	357	0	2	33951	0	0	0	0	28	0	0	0	0	0
14202	苍狼护腿	1	5	1	3	20	2	1	1	384	0	2	33951	0	0	0	0	46	0	0	0	0	0
14203	飞豹护腿	1	5	1	3	30	2	1	1	414	0	2	33951	0	0	0	0	68	0	0	0	0	0
14204	猛虎护腿	1	5	1	3	40	2	1	1	444	0	2	33951	0	0	0	0	100	0	0	0	0	0
14205	神鹰护腿	1	5	1	3	50	2	1	1	474	0	2	33951	0	0	0	0	140	0	0	0	0	0
14206	凤凰护腿	1	5	1	3	60	2	1	1	504	0	2	33951	0	0	0	0	188	0	0	0	0	0
14207	亢龙护腿	1	5	1	3	70	2	1	1	534	0	2	33951	0	0	0	0	246	0	0	0	0	0
14208	翔云护腿	1	5	1	3	80	2	1	1	564	0	2	33951	0	0	0	0	320	0	0	0	0	0
14209	霓虹护腿	1	5	1	3	90	2	1	1	594	0	2	33951	0	0	0	0	414	0	0	0	0	0
15001	青铜项链	1	6	1	1	10	2	1	1	321	0	2	33951	0	0	0	18	0	0	0	0	0	0
15002	黑钢项链	1	6	1	1	20	2	1	1	372	0	2	33951	0	0	0	29	0	0	0	0	0	0
15003	白银项链	1	6	1	1	30	2	1	1	402	0	2	33951	0	0	0	43	0	0	0	0	0	0
15004	饰金项链	1	6	1	1	40	2	1	1	432	0	2	33951	0	0	0	63	0	0	0	0	0	0
15005	乌金项链	1	6	1	1	50	2	1	1	462	0	2	33951	0	0	0	88	0	0	0	0	0	0
15006	鱼鳞项链	1	6	1	1	60	2	1	1	492	0	2	33951	0	0	0	118	0	0	0	0	0	0
15007	金丝项链	1	6	1	1	70	2	1	1	522	0	2	33951	0	0	0	154	0	0	0	0	0	0
15008	勇士项链	1	6	1	1	80	2	1	1	552	0	2	33951	0	0	0	200	0	0	0	0	0	0
15009	猛将项链	1	6	1	1	90	2	1	1	582	0	2	33951	0	0	0	259	0	0	0	0	0	0
15101	迎风项链	1	6	1	2	10	2	1	1	321	0	2	33951	0	0	0	18	0	0	0	0	0	0
15102	云纹项链	1	6	1	2	20	2	1	1	372	0	2	33951	0	0	0	29	0	0	0	0	0	0
15103	明月项链	1	6	1	2	30	2	1	1	402	0	2	33951	0	0	0	43	0	0	0	0	0	0
15104	流萤项链	1	6	1	2	40	2	1	1	432	0	2	33951	0	0	0	63	0	0	0	0	0	0
15105	逍遥项链	1	6	1	2	50	2	1	1	462	0	2	33951	0	0	0	88	0	0	0	0	0	0
15106	仙灵项链	1	6	1	2	60	2	1	1	492	0	2	33951	0	0	0	118	0	0	0	0	0	0
15107	御雷项链	1	6	1	2	70	2	1	1	522	0	2	33951	0	0	0	154	0	0	0	0	0	0
15108	碧霞项链	1	6	1	2	80	2	1	1	552	0	2	33951	0	0	0	200	0	0	0	0	0	0
15109	乾坤项链	1	6	1	2	90	2	1	1	582	0	2	33951	0	0	0	259	0	0	0	0	0	0
15201	白羽项链	1	6	1	3	10	2	1	1	321	0	2	33951	0	0	0	18	0	0	0	0	0	0
15202	苍狼项链	1	6	1	3	20	2	1	1	372	0	2	33951	0	0	0	29	0	0	0	0	0	0
15203	飞豹项链	1	6	1	3	30	2	1	1	402	0	2	33951	0	0	0	43	0	0	0	0	0	0
15204	猛虎项链	1	6	1	3	40	2	1	1	432	0	2	33951	0	0	0	63	0	0	0	0	0	0
15205	神鹰项链	1	6	1	3	50	2	1	1	462	0	2	33951	0	0	0	88	0	0	0	0	0	0
15206	凤凰项链	1	6	1	3	60	2	1	1	492	0	2	33951	0	0	0	118	0	0	0	0	0	0
15207	亢龙项链	1	6	1	3	70	2	1	1	522	0	2	33951	0	0	0	154	0	0	0	0	0	0
15208	翔云项链	1	6	1	3	80	2	1	1	552	0	2	33951	0	0	0	200	0	0	0	0	0	0
15209	霓虹项链	1	6	1	3	90	2	1	1	582	0	2	33951	0	0	0	259	0	0	0	0	0	0
16001	青铜戒指	1	7	1	1	10	2	1	1	339	0	2	33951	0	0	0	18	0	0	0	0	0	0
16002	黑钢戒指	1	7	1	1	20	2	1	1	381	0	2	33951	0	0	0	29	0	0	0	0	0	0
16003	白银戒指	1	7	1	1	30	2	1	1	411	0	2	33951	0	0	0	43	0	0	0	0	0	0
16004	饰金戒指	1	7	1	1	40	2	1	1	441	0	2	33951	0	0	0	63	0	0	0	0	0	0
16005	乌金戒指	1	7	1	1	50	2	1	1	471	0	2	33951	0	0	0	88	0	0	0	0	0	0
