1	1	1	1	1	20
2	1	1	1	2	21
3	1	1	1	3	23
4	1	1	1	4	24
5	1	1	1	5	26
6	1	1	1	6	28
7	1	1	1	7	30
8	1	1	1	8	32
9	1	1	1	9	34
10	1	1	1	10	36
11	1	1	1	11	39
12	1	1	1	12	41
13	1	1	1	13	43
14	1	1	1	14	46
15	1	1	1	15	49
16	1	1	1	16	51
17	1	1	1	17	54
18	1	1	1	18	57
19	1	1	1	19	61
20	1	1	1	20	65
21	1	1	1	21	68
22	1	1	1	22	72
23	1	1	1	23	77
24	1	1	1	24	81
25	1	1	1	25	86
26	1	1	1	26	91
27	1	1	1	27	97
28	1	1	1	28	102
29	1	1	1	29	109
30	1	1	1	30	115
31	1	1	1	31	122
32	1	1	1	32	129
33	1	1	1	33	137
34	1	1	1	34	145
35	1	1	1	35	154
36	1	1	1	36	163
37	1	1	1	37	173
38	1	1	1	38	184
39	1	1	1	39	195
40	1	1	1	40	206
41	1	1	1	41	219
42	1	1	1	42	232
43	1	1	1	43	246
44	1	1	1	44	261
45	1	1	1	45	277
46	1	1	1	46	293
47	1	1	1	47	311
48	1	1	1	48	329
49	1	1	1	49	349
50	1	1	1	50	370
51	1	1	1	51	392
52	1	1	1	52	416
53	1	1	1	53	441
54	1	1	1	54	467
55	1	1	1	55	495
56	1	1	1	56	525
57	1	1	1	57	557
58	1	1	1	58	590
59	1	1	1	59	626
60	1	1	1	60	663
61	1	1	1	61	700
62	1	1	1	62	737
63	1	1	1	63	774
64	1	1	1	64	811
65	1	1	1	65	848
66	1	1	1	66	885
67	1	1	1	67	922
68	1	1	1	68	959
69	1	1	1	69	996
70	1	1	1	70	1033
71	1	1	1	71	1070
72	1	1	1	72	1107
73	1	1	1	73	1144
74	1	1	1	74	1181
75	1	1	1	75	1218
76	1	1	1	76	1255
77	1	1	1	77	1292
78	1	1	1	78	1329
79	1	1	1	79	1366
80	1	1	1	80	1403
81	1	1	1	81	1440
82	1	1	1	82	1477
83	1	1	1	83	1514
84	1	1	1	84	1551
85	1	1	1	85	1588
86	1	1	1	86	1625
87	1	1	1	87	1662
88	1	1	1	88	1699
89	1	1	1	89	1736
90	1	1	1	90	1773
91	1	1	1	91	1810
92	1	1	1	92	1847
93	1	1	1	93	1884
94	1	1	1	94	1921
95	1	1	1	95	1958
96	1	1	1	96	1995
97	1	1	1	97	2032
98	1	1	1	98	2069
99	1	1	1	99	2106
100	1	1	1	100	2143
101	1	2	1	1	40
102	1	2	1	2	42
103	1	2	1	3	46
104	1	2	1	4	48
105	1	2	1	5	52
106	1	2	1	6	56
107	1	2	1	7	60
108	1	2	1	8	64
109	1	2	1	9	68
110	1	2	1	10	72
111	1	2	1	11	78
112	1	2	1	12	82
113	1	2	1	13	86
114	1	2	1	14	92
115	1	2	1	15	98
116	1	2	1	16	102
117	1	2	1	17	108
118	1	2	1	18	114
119	1	2	1	19	122
120	1	2	1	20	130
121	1	2	1	21	136
122	1	2	1	22	144
123	1	2	1	23	154
124	1	2	1	24	162
125	1	2	1	25	172
126	1	2	1	26	182
127	1	2	1	27	194
128	1	2	1	28	204
129	1	2	1	29	218
130	1	2	1	30	230
131	1	2	1	31	244
132	1	2	1	32	258
133	1	2	1	33	274
134	1	2	1	34	290
135	1	2	1	35	308
136	1	2	1	36	326
137	1	2	1	37	346
138	1	2	1	38	368
139	1	2	1	39	390
140	1	2	1	40	412
141	1	2	1	41	438
142	1	2	1	42	464
143	1	2	1	43	492
144	1	2	1	44	522
145	1	2	1	45	554
146	1	2	1	46	586
147	1	2	1	47	622
148	1	2	1	48	658
149	1	2	1	49	698
150	1	2	1	50	740
151	1	2	1	51	784
152	1	2	1	52	832
153	1	2	1	53	882
154	1	2	1	54	934
155	1	2	1	55	990
156	1	2	1	56	1050
157	1	2	1	57	1114
158	1	2	1	58	1180
159	1	2	1	59	1252
160	1	2	1	60	1326
161	1	2	1	61	1400
162	1	2	1	62	1474
163	1	2	1	63	1548
164	1	2	1	64	1622
165	1	2	1	65	1696
166	1	2	1	66	1770
167	1	2	1	67	1844
168	1	2	1	68	1918
169	1	2	1	69	1992
170	1	2	1	70	2066
171	1	2	1	71	2140
172	1	2	1	72	2214
173	1	2	1	73	2288
174	1	2	1	74	2362
175	1	2	1	75	2436
176	1	2	1	76	2510
177	1	2	1	77	2584
178	1	2	1	78	2658
179	1	2	1	79	2732
180	1	2	1	80	2806
181	1	2	1	81	2880
182	1	2	1	82	2954
183	1	2	1	83	3028
184	1	2	1	84	3102
185	1	2	1	85	3176
186	1	2	1	86	3250
187	1	2	1	87	3324
188	1	2	1	88	3398
189	1	2	1	89	3472
190	1	2	1	90	3546
191	1	2	1	91	3620
192	1	2	1	92	3694
193	1	2	1	93	3768
194	1	2	1	94	3842
195	1	2	1	95	3916
196	1	2	1	96	3990
197	1	2	1	97	4064
198	1	2	1	98	4138
199	1	2	1	99	4212
200	1	2	1	100	4286
201	1	3	1	1	100
202	1	3	1	2	105
203	1	3	1	3	115
204	1	3	1	4	120
205	1	3	1	5	130
206	1	3	1	6	140
207	1	3	1	7	150
208	1	3	1	8	160
209	1	3	1	9	170
210	1	3	1	10	180
211	1	3	1	11	195
212	1	3	1	12	205
213	1	3	1	13	215
214	1	3	1	14	230
215	1	3	1	15	245
216	1	3	1	16	255
217	1	3	1	17	270
218	1	3	1	18	285
219	1	3	1	19	305
220	1	3	1	20	325
221	1	3	1	21	340
222	1	3	1	22	360
223	1	3	1	23	385
224	1	3	1	24	405
225	1	3	1	25	430
226	1	3	1	26	455
227	1	3	1	27	485
228	1	3	1	28	510
229	1	3	1	29	545
230	1	3	1	30	575
231	1	3	1	31	610
232	1	3	1	32	645
233	1	3	1	33	685
234	1	3	1	34	725
235	1	3	1	35	770
236	1	3	1	36	815
237	1	3	1	37	865
238	1	3	1	38	920
239	1	3	1	39	975
240	1	3	1	40	1030
241	1	3	1	41	1095
242	1	3	1	42	1160
243	1	3	1	43	1230
244	1	3	1	44	1305
245	1	3	1	45	1385
246	1	3	1	46	1465
247	1	3	1	47	1555
248	1	3	1	48	1645
249	1	3	1	49	1745
250	1	3	1	50	1850
251	1	3	1	51	1960
252	1	3	1	52	2080
253	1	3	1	53	2205
254	1	3	1	54	2335
255	1	3	1	55	2475
256	1	3	1	56	2625
257	1	3	1	57	2785
258	1	3	1	58	2950
259	1	3	1	59	3130
260	1	3	1	60	3315
261	1	3	1	61	3500
262	1	3	1	62	3685
263	1	3	1	63	3870
264	1	3	1	64	4055
265	1	3	1	65	4240
266	1	3	1	66	4425
267	1	3	1	67	4610
268	1	3	1	68	4795
269	1	3	1	69	4980
270	1	3	1	70	5165
271	1	3	1	71	5350
272	1	3	1	72	5535
273	1	3	1	73	5720
274	1	3	1	74	5905
275	1	3	1	75	6090
276	1	3	1	76	6275
277	1	3	1	77	6460
278	1	3	1	78	6645
279	1	3	1	79	6830
280	1	3	1	80	7015
281	1	3	1	81	7200
282	1	3	1	82	7385
283	1	3	1	83	7570
284	1	3	1	84	7755
285	1	3	1	85	7940
286	1	3	1	86	8125
287	1	3	1	87	8310
288	1	3	1	88	8495
289	1	3	1	89	8680
290	1	3	1	90	8865
291	1	3	1	91	9050
292	1	3	1	92	9235
293	1	3	1	93	9420
294	1	3	1	94	9605
295	1	3	1	95	9790
296	1	3	1	96	9975
297	1	3	1	97	10160
298	1	3	1	98	10345
299	1	3	1	99	10530
300	1	3	1	100	10715
301	2	1	1	1	22
302	2	1	1	2	23
303	2	1	1	3	25
304	2	1	1	4	26
305	2	1	1	5	29
306	2	1	1	6	31
307	2	1	1	7	33
308	2	1	1	8	35
309	2	1	1	9	37
310	2	1	1	10	40
311	2	1	1	11	43
312	2	1	1	12	45
313	2	1	1	13	47
314	2	1	1	14	51
315	2	1	1	15	54
316	2	1	1	16	56
317	2	1	1	17	59
318	2	1	1	18	63
319	2	1	1	19	67
320	2	1	1	20	72
321	2	1	1	21	75
322	2	1	1	22	79
323	2	1	1	23	85
324	2	1	1	24	89
325	2	1	1	25	95
326	2	1	1	26	100
327	2	1	1	27	107
328	2	1	1	28	112
329	2	1	1	29	120
330	2	1	1	30	127
331	2	1	1	31	134
332	2	1	1	32	142
333	2	1	1	33	151
334	2	1	1	34	160
335	2	1	1	35	169
336	2	1	1	36	179
337	2	1	1	37	190
338	2	1	1	38	202
339	2	1	1	39	215
340	2	1	1	40	227
341	2	1	1	41	241
342	2	1	1	42	255
343	2	1	1	43	271
344	2	1	1	44	287
345	2	1	1	45	305
346	2	1	1	46	322
347	2	1	1	47	342
348	2	1	1	48	362
349	2	1	1	49	384
350	2	1	1	50	407
351	2	1	1	51	431
352	2	1	1	52	458
353	2	1	1	53	485
354	2	1	1	54	514
355	2	1	1	55	545
356	2	1	1	56	578
357	2	1	1	57	613
358	2	1	1	58	649
359	2	1	1	59	689
360	2	1	1	60	729
361	2	1	1	61	770
362	2	1	1	62	811
363	2	1	1	63	851
364	2	1	1	64	892
365	2	1	1	65	933
366	2	1	1	66	974
367	2	1	1	67	1014
368	2	1	1	68	1055
369	2	1	1	69	1096
370	2	1	1	70	1136
371	2	1	1	71	1177
372	2	1	1	72	1218
373	2	1	1	73	1258
374	2	1	1	74	1299
375	2	1	1	75	1340
376	2	1	1	76	1381
377	2	1	1	77	1421
378	2	1	1	78	1462
379	2	1	1	79	1503
380	2	1	1	80	1543
381	2	1	1	81	1584
382	2	1	1	82	1625
383	2	1	1	83	1665
384	2	1	1	84	1706
385	2	1	1	85	1747
386	2	1	1	86	1788
387	2	1	1	87	1828
388	2	1	1	88	1869
389	2	1	1	89	1910
390	2	1	1	90	1950
391	2	1	1	91	1991
392	2	1	1	92	2032
393	2	1	1	93	2072
394	2	1	1	94	2113
395	2	1	1	95	2154
396	2	1	1	96	2195
397	2	1	1	97	2235
398	2	1	1	98	2276
399	2	1	1	99	2317
400	2	1	1	100	2357
401	2	2	1	1	44
402	2	2	1	2	46
403	2	2	1	3	51
404	2	2	1	4	53
405	2	2	1	5	57
406	2	2	1	6	62
407	2	2	1	7	66
408	2	2	1	8	70
409	2	2	1	9	75
410	2	2	1	10	79
411	2	2	1	11	86
412	2	2	1	12	90
413	2	2	1	13	95
414	2	2	1	14	101
415	2	2	1	15	108
416	2	2	1	16	112
417	2	2	1	17	119
418	2	2	1	18	125
419	2	2	1	19	134
420	2	2	1	20	143
421	2	2	1	21	150
422	2	2	1	22	158
423	2	2	1	23	169
424	2	2	1	24	178
425	2	2	1	25	189
426	2	2	1	26	200
427	2	2	1	27	213
428	2	2	1	28	224
429	2	2	1	29	240
430	2	2	1	30	253
431	2	2	1	31	268
432	2	2	1	32	284
433	2	2	1	33	301
434	2	2	1	34	319
435	2	2	1	35	339
436	2	2	1	36	359
437	2	2	1	37	381
438	2	2	1	38	405
439	2	2	1	39	429
440	2	2	1	40	453
441	2	2	1	41	482
442	2	2	1	42	510
443	2	2	1	43	541
444	2	2	1	44	574
445	2	2	1	45	609
446	2	2	1	46	645
447	2	2	1	47	684
448	2	2	1	48	724
449	2	2	1	49	768
450	2	2	1	50	814
451	2	2	1	51	862
452	2	2	1	52	915
453	2	2	1	53	970
454	2	2	1	54	1027
455	2	2	1	55	1089
456	2	2	1	56	1155
457	2	2	1	57	1225
458	2	2	1	58	1298
459	2	2	1	59	1377
460	2	2	1	60	1459
461	2	2	1	61	1540
462	2	2	1	62	1621
463	2	2	1	63	1703
464	2	2	1	64	1784
465	2	2	1	65	1866
466	2	2	1	66	1947
467	2	2	1	67	2028
468	2	2	1	68	2110
469	2	2	1	69	2191
470	2	2	1	70	2273
471	2	2	1	71	2354
472	2	2	1	72	2435
473	2	2	1	73	2517
474	2	2	1	74	2598
475	2	2	1	75	2680
476	2	2	1	76	2761
477	2	2	1	77	2842
478	2	2	1	78	2924
479	2	2	1	79	3005
480	2	2	1	80	3087
481	2	2	1	81	3168
482	2	2	1	82	3249
483	2	2	1	83	3331
484	2	2	1	84	3412
485	2	2	1	85	3494
486	2	2	1	86	3575
487	2	2	1	87	3656
488	2	2	1	88	3738
489	2	2	1	89	3819
490	2	2	1	90	3901
491	2	2	1	91	3982
492	2	2	1	92	4063
493	2	2	1	93	4145
494	2	2	1	94	4226
495	2	2	1	95	4308
496	2	2	1	96	4389
497	2	2	1	97	4470
498	2	2	1	98	4552
499	2	2	1	99	4633
500	2	2	1	100	4715
501	2	3	1	1	110
502	2	3	1	2	116
503	2	3	1	3	127
504	2	3	1	4	132
505	2	3	1	5	143
506	2	3	1	6	154
507	2	3	1	7	165
508	2	3	1	8	176
509	2	3	1	9	187
510	2	3	1	10	198
511	2	3	1	11	215
512	2	3	1	12	226
513	2	3	1	13	237
514	2	3	1	14	253
515	2	3	1	15	270
516	2	3	1	16	281
517	2	3	1	17	297
518	2	3	1	18	314
519	2	3	1	19	336
520	2	3	1	20	358
521	2	3	1	21	374
522	2	3	1	22	396
523	2	3	1	23	424
524	2	3	1	24	446
525	2	3	1	25	473
526	2	3	1	26	501
527	2	3	1	27	534
528	2	3	1	28	561
529	2	3	1	29	600
530	2	3	1	30	633
531	2	3	1	31	671
532	2	3	1	32	710
533	2	3	1	33	754
534	2	3	1	34	798
535	2	3	1	35	847
536	2	3	1	36	897
537	2	3	1	37	952
538	2	3	1	38	1012
539	2	3	1	39	1073
540	2	3	1	40	1133
541	2	3	1	41	1205
542	2	3	1	42	1276
543	2	3	1	43	1353
544	2	3	1	44	1436
545	2	3	1	45	1524
546	2	3	1	46	1612
547	2	3	1	47	1711
548	2	3	1	48	1810
549	2	3	1	49	1920
550	2	3	1	50	2035
551	2	3	1	51	2156
552	2	3	1	52	2288
553	2	3	1	53	2426
554	2	3	1	54	2569
555	2	3	1	55	2723
556	2	3	1	56	2888
