1	1	图腾	30	0	0	975000	3100	0	0	1500
1	2	图腾	35	0	0	1251250	6700	0	0	3500
1	3	图腾	40	0	0	2210000	11900	0	0	6000
1	4	图腾	45	0	0	3948750	21200	0	0	9000
1	5	图腾	50	0	0	5687500	30600	0	0	12500
1	6	图腾	55	0	0	14300000	77000	0	0	16500
1	7	图腾	60	0	0	33150000	178500	0	0	21000
1	8	图腾	65	0	0	52812500	284300	0	0	26000
1	9	图腾	70	0	0	91000000	490000	0	0	31500
1	10	图腾	75	0	0	121875000	656200	0	0	37500
2	0	民居	50	0	0	117000	900	0	0	0
2	1	民居	55	0	0	292000	1000	0	0	900
2	2	民居	60	0	0	375000	3000	0	0	2100
2	3	民居	65	0	0	663000	5000	0	0	3600
2	4	民居	70	0	0	1184000	9000	0	0	5400
2	5	民居	75	0	0	1706000	13000	0	0	7500
2	6	民居	80	0	0	4290000	34000	0	0	9900
2	7	民居	85	0	0	9945000	80000	0	0	12600
2	8	民居	90	0	0	15843000	127000	0	0	15600
2	9	民居	95	0	0	27300000	220000	0	0	18900
2	10	民居	100	0	0	36562000	295000	0	0	22500
3	0	书院	1	0	0	156000	900	0	0	0
3	1	书院	5	0	0	390000	1000	0	0	1050
3	2	书院	10	0	0	500000	3000	0	0	2450
3	3	书院	15	0	0	884000	5000	0	0	4200
3	4	书院	20	0	0	1579000	9000	0	0	6300
3	5	书院	25	0	0	2275000	13000	0	0	8750
3	6	书院	30	0	0	5720000	34000	0	0	11550
3	7	书院	35	0	0	13260000	80000	0	0	14700
3	8	书院	40	0	0	21125000	127000	0	0	18200
3	9	书院	45	0	0	36400000	220000	0	0	22050
3	10	书院	50	0	0	48750000	295000	0	0	26250
4	0	工坊	100	0	0	136000	900	0	0	0
4	1	工坊	100	0	0	341000	1300	0	0	1200
4	2	工坊	100	0	0	437000	3000	0	0	2800
4	3	工坊	100	0	0	773000	5300	0	0	4800
4	4	工坊	100	0	0	1382000	9500	0	0	7200
4	5	工坊	100	0	0	1990000	13700	0	0	10000
4	6	工坊	100	0	0	5005000	34600	0	0	13200
4	7	工坊	100	0	0	11602000	80300	0	0	16800
4	8	工坊	100	0	0	18484000	127900	0	0	20800
4	9	工坊	100	0	0	31850000	220500	0	0	25200
4	10	工坊	100	0	0	42656000	295200	0	0	30000
5	0	宝库	100	0	0	97000	600	0	0	0
5	1	宝库	100	0	0	243000	900	0	0	375
5	2	宝库	100	0	0	312000	2000	0	0	700
5	3	宝库	100	0	0	552000	3500	0	0	800
5	4	宝库	100	0	0	987000	6300	0	0	900
5	5	宝库	100	0	0	1421000	9100	0	0	1000
5	6	宝库	100	0	0	3575000	23100	0	0	1100
5	7	宝库	100	0	0	8287000	53500	0	0	1200
5	8	宝库	100	0	0	13203000	85200	0	0	1300
5	9	宝库	100	0	0	22750000	147000	0	0	1400
5	10	宝库	100	0	0	30468000	196800	0	0	1500
