1	1	0	5	0	1000	0	0	0	0	0	0	0	0	0
2	2	0	1	0	1000	0	0	0	0	0	0	0	0	0
3	1	0	5	0	1000	0	0	0	0	0	0	0	0	0
4	1	0	5	0	1000	0	0	0	0	0	0	0	0	0
100	0	0	0	0	1000	1	0	2	0	0	0	0	10	700
101	0	0	0	0	1000	1	0	2	0	0	0	0	10	700
102	0	0	0	0	1000	1	0	2	0	0	0	0	10	0
103	3	0	0	0	1000	0	0	0	0	0	0	0	0	0
201	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
202	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
203	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
204	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
205	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
206	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
207	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
208	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
209	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
210	5	0	1	0	1000	0	0	0	0	0	0	0	0	0
1100	0	0	5	0	1000	0	0	0	0	0	0	0	5	0
1101	0	0	5	0	1000	0	0	2	5	0	0	0	5	0
1204	0	0	5	0	1000	0	0	0	0	0	0	0	5	0
1301	0	0	7	0	1000	0	1303	5	0	0	0	0	5	0
1302	0	0	7	0	1000	0	0	0	0	0	0	0	5	0
3008	0	0	7	0	1000	0	0	0	0	0	0	0	10	0
3015	0	0	7	0	1000	0	3016	2	0	0	0	0	10	0
3043	0	0	7	0	1000	0	3043	2	0	0	0	0	10	0
3048	0	0	7	0	1000	0	3048	2	0	0	0	0	10	0
3051	0	0	7	0	1000	0	3049	2	0	0	0	0	10	0
3052	0	0	4	0	1000	3000	0	0	0	0	0	0	10	0
3001	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3002	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3003	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3004	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3005	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3006	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3007	4	0	2	0	1000	0	0	0	0	0	0	0	1	0
3009	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3010	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3101	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3102	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3103	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3104	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3105	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3106	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3107	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3108	5	0	5	0	1000	0	0	0	0	0	0	0	1	0
3109	3	0	2	0	1000	0	0	0	0	0	0	0	1	0
3017	5	0	2	0	1000	0	3074	2	0	0	0	0	30	0
3018	5	0	4	0	1000	0	3078	2	0	0	0	0	10	0
3019	5	0	2	0	1000	0	0	0	0	0	0	0	0	0
3020	0	0	5	0	1000	0	3462	2	0	0	0	0	5	0
3021	0	0	5	0	1000	0	3472	2	0	0	0	0	5	0
3022	0	0	5	0	1000	0	3618	2	0	0	0	0	5	0
3023	0	0	5	0	1000	0	3627	2	0	0	0	0	5	0
3024	4	0	5	0	1000	0	0	0	0	0	0	0	0	0
3025	0	0	3	0	1000	0	3630	2	0	0	0	0	5	0
3026	0	0	5	0	1000	0	0	0	0	0	0	0	0	0
