1	1	4000	
2	1	10000	
3	1	15000	
4	1	19000	
5	1	23000	
6	18	10	
7	18	15	
8	2	4000	
9	2	10000	
10	2	15000	
11	2	19000	
12	2	23000	
13	4	4000	
14	4	10000	
15	4	15000	
16	4	19000	
17	4	23000	
18	5	40	
19	5	100	
20	5	150	
21	5	190	
22	5	230	
23	7	8	
24	7	12	
25	7	16	
26	13	5	
27	13	12	
28	11	5	
29	15	5	
30	3	4000	
31	3	10000	
32	3	15000	
33	3	19000	
34	3	23000	
35	19	10	
36	19	15	
37	6	40	
38	6	100	
39	6	150	
40	6	190	
41	6	230	
42	8	3	
43	8	8	
44	8	12	
45	8	16	
46	13	8	
47	14	5	
48	12	5	
49	14	12	
50	15	8	
51	1	27000	
52	3	27000	
53	2	27000	
54	15	15	
55	7	25	
56	13	15	
57	14	15	
58	11	12	
59	12	12	
