1	1	10	1	1	0	400
1	2	58	2	1	0	400
1	3	36042	2	1	0	600
1	4	12	1	1	0	1050
1	5	40200	2	1	0	5720
1	6	9	1	2	0	200
1	7	36001	1	2	0	200
1	8	1107	2	2	0	350
1	9	1108	2	2	0	400
1	10	401	3	3	0	20
1	11	76	2	3	0	300
1	12	40201	3	3	0	30
1	13	13	3	4	0	10
1	14	133	3	4	0	200
1	15	34	4	5	1	45
1	16	134	4	5	1	25
1	17	33	4	6	1	40
1	18	20009	4	7	1	10
2	201	10	1	2	0	315
2	202	36042	2	2	0	400
2	203	1108	2	1	0	500
2	204	58	1	1	0	500
2	205	12	1	1	0	450
2	206	1107	2	4	0	100
2	207	401	2	3	0	200
2	208	138	3	2	0	2000
2	209	40202	3	1	0	5109
2	210	14	4	5	1	10
2	211	33	4	7	0	120
2	212	133	3	4	0	200
2	213	84	4	6	0	1
2	214	40203	4	5	1	20
2	215	20010	5	7	1	15
2	216	134	4	7	1	20
2	217	60	4	7	1	10
2	218	62	4	7	1	30
3	219	12	1	1	0	1500
3	220	42524	1	1	0	1000
3	221	424	1	2	0	1150
3	222	9	1	2	0	1000
3	223	40200	2	3	0	2500
3	224	58	0	3	0	1500
3	225	36002	1	3	0	100
3	226	32131	3	4	1	900
3	227	134	4	5	1	50
3	228	33	4	6	1	100
3	229	32130	3	7	1	100
3	230	32129	3	7	1	100
4	231	10	1	2	0	320
4	232	36042	3	2	0	400
4	233	1108	1	1	0	500
4	234	58	0	1	0	500
4	235	12	1	1	0	450
4	236	1107	1	4	0	100
4	237	401	1	3	0	200
4	238	138	3	2	0	2000
4	239	40202	1	1	0	5109
4	240	14	1	5	1	10
4	241	33	4	7	0	120
4	242	133	3	4	0	200
4	243	84	4	6	0	1
4	244	40203	4	5	1	20
4	245	32073	5	7	1	10
4	246	134	4	7	1	20
4	247	42535	4	7	1	20
4	248	31828	4	7	1	20
5	249	10	1	2	0	320
5	250	36042	3	2	0	400
5	251	1108	1	1	0	500
5	252	58	0	1	0	500
5	253	12	1	1	0	450
5	254	1107	1	4	0	100
5	255	401	1	3	0	200
5	256	138	3	2	0	2000
5	257	40202	1	1	0	5109
5	258	14	1	5	1	10
5	259	33	4	7	0	120
5	260	133	3	4	0	200
5	261	84	4	6	0	1
5	262	40203	4	5	1	20
5	263	20011	5	7	1	10
5	264	134	4	7	1	20
5	265	65	5	7	1	20
5	266	44039	5	7	1	20
