34001	1	1	2	3	4	5	6	7	8	9	10	11	12
34002	2	1	2	3	4	5	6	7	8	9	10	11	12
34005	3	1	2	3	4	5	6	7	8	9	10	11	12
34004	4	1	2	3	4	5	6	7	8	9	10	11	12
34003	5	1	2	3	4	5	6	7	8	9	10	11	12
34101	6	1	0	0	0	0	0	0	0	0	0	0	0
34102	6	6	0	0	0	0	0	0	0	0	0	0	0
34103	6	10	0	0	0	0	0	0	0	0	0	0	0
34104	6	3	0	0	0	0	0	0	0	0	0	0	0
34105	6	2	0	0	0	0	0	0	0	0	0	0	0
34106	6	5	0	0	0	0	0	0	0	0	0	0	0
34201	7	1	0	0	0	0	0	0	0	0	0	0	0
34202	7	6	0	0	0	0	0	0	0	0	0	0	0
34203	7	11	0	0	0	0	0	0	0	0	0	0	0
34204	7	3	0	0	0	0	0	0	0	0	0	0	0
34205	7	5	0	0	0	0	0	0	0	0	0	0	0
34206	7	2	0	0	0	0	0	0	0	0	0	0	0
34301	8	1	0	0	0	0	0	0	0	0	0	0	0
34302	8	6	0	0	0	0	0	0	0	0	0	0	0
34303	8	12	0	0	0	0	0	0	0	0	0	0	0
34304	8	3	0	0	0	0	0	0	0	0	0	0	0
34305	8	5	0	0	0	0	0	0	0	0	0	0	0
34306	8	2	0	0	0	0	0	0	0	0	0	0	0
34401	9	7	0	0	0	0	0	0	0	0	0	0	0
34402	9	4	0	0	0	0	0	0	0	0	0	0	0
34403	9	8	0	0	0	0	0	0	0	0	0	0	0
34404	9	9	0	0	0	0	0	0	0	0	0	0	0
34405	9	7	0	0	0	0	0	0	0	0	0	0	0
34406	9	8	0	0	0	0	0	0	0	0	0	0	0
34407	9	8	0	0	0	0	0	0	0	0	0	0	0
34408	9	7	0	0	0	0	0	0	0	0	0	0	0
34409	9	4	0	0	0	0	0	0	0	0	0	0	0
34410	9	9	0	0	0	0	0	0	0	0	0	0	0
34411	9	9	0	0	0	0	0	0	0	0	0	0	0
34412	9	4	0	0	0	0	0	0	0	0	0	0	0
