100000000	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
100000001	0	0	30	0	0	10000	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
100000002	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
101000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000003	0	0	0	0	0	10000	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
101000003	0	0	30	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
100000004	0	0	0	0	0	15000	0	0	0	0	0	0	0	100	0	0	0	30	0	0	0	0	0	0	0	0
101000004	0	0	150	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000005	0	0	0	0	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0
101000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
102000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
100000006	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0
101000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
102000006	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	60	0	0	0	0	0	0	0	0
100000007	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	35	0	0	0	0	0	0	0	0
101000007	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	35	0	0	0	0	0	0	0	0
100000008	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
101000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
102000008	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100000009	0	0	0	0	0	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
101000009	0	0	0	0	0	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
100000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
101000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
102000010	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
100000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
101000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
