1	901	112070001		10|12|20|21|22|30|33|50|51	1	170									
2	901	112071001		10|12|20|21|22|30|33|50|51	1	170									
3	901	112072001		10|12|20|21|22|30|33|50|51	1	170									
4	901	112073001		10|12|20|21|22|30|33|50|51	1	170									
5	901	112074001		10|12|20|21|22|30|33|50|51	1	170									
6	901	122070001		10|12|20|21|22|30|33|50|51	1	170									
7	901	122071001		10|12|20|21|22|30|33|50|51	1	170									
8	901	122072001		10|12|20|21|22|30|33|50|51	1	170									
9	901	122073001		10|12|20|21|22|30|33|50|51	1	170									
10	901	122074001		10|12|20|21|22|30|33|50|51	1	170									
11	901	132270002		10|12|20|21|22|30|33|50|51	1	25		25	100						
12	901	132271002		10|12|20|21|22|30|33|50|51	1	25		25	100						
13	901	132272002		10|12|20|21|22|30|33|50|51	1	25		25	100						
14	901	132273002		10|12|20|21|22|30|33|50|51	1	25		25	100						
15	901	132274002		10|12|20|21|22|30|33|50|51	1	25		25	100						
16	901	132270001		10|12|20|21|22|30|33|50|51	1	25		25	100						
17	901	132271001		10|12|20|21|22|30|33|50|51	1	25		25	100						
18	901	132272001		10|12|20|21|22|30|33|50|51	1	25		25	100						
19	901	132273001		10|12|20|21|22|30|33|50|51	1	25		25	100						
20	901	132274001		10|12|20|21|22|30|33|50|51	1	25		25	100						
21	901	810000010		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
22	901	810000011		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
23	901	810000012		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
24	901	152492001		10|12|20|21|22|30|33|50|51	1	5		5	1000			100			1
25	901	152492002		10|12|20|21|22|30|33|50|51	1	5		5	1000			100			1
26	902	113070001		10|12|20|21|22|30|33|50|51	1	90									
27	902	113071001		10|12|20|21|22|30|33|50|51	1	90									
28	902	113072001		10|12|20|21|22|30|33|50|51	1	90									
29	902	113073001		10|12|20|21|22|30|33|50|51	1	90									
30	902	113074001		10|12|20|21|22|30|33|50|51	1	90									
31	902	123070001		10|12|20|21|22|30|33|50|51	1	90									
32	902	123071001		10|12|20|21|22|30|33|50|51	1	90									
33	902	123072001		10|12|20|21|22|30|33|50|51	1	90									
34	902	123073001		10|12|20|21|22|30|33|50|51	1	90									
35	902	123074001		10|12|20|21|22|30|33|50|51	1	90									
36	902	133270003		10|12|20|21|22|30|33|50|51	1	20		20	100						
37	902	133271003		10|12|20|21|22|30|33|50|51	1	20		20	100						
38	902	133272003		10|12|20|21|22|30|33|50|51	1	20		20	100						
39	902	133273003		10|12|20|21|22|30|33|50|51	1	20		20	100						
40	902	133274003		10|12|20|21|22|30|33|50|51	1	20		20	100						
41	902	810000010		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
42	902	810000011		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
43	902	810000012		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
44	902	152490001		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
45	902	152490002		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
46	903	114070001		10|12|20|21|22|30|33|50|51	1	90									
47	903	114071001		10|12|20|21|22|30|33|50|51	1	90									
48	903	114072001		10|12|20|21|22|30|33|50|51	1	90									
49	903	114073001		10|12|20|21|22|30|33|50|51	1	90									
50	903	114074001		10|12|20|21|22|30|33|50|51	1	90									
51	903	124070001		10|12|20|21|22|30|33|50|51	1	90									
52	903	124071001		10|12|20|21|22|30|33|50|51	1	90									
53	903	124072001		10|12|20|21|22|30|33|50|51	1	90									
54	903	124073001		10|12|20|21|22|30|33|50|51	1	90									
55	903	124074001		10|12|20|21|22|30|33|50|51	1	90									
56	903	134270003		10|12|20|21|22|30|33|50|51	1	16		16	100						
57	903	134271004		10|12|20|21|22|30|33|50|51	1	16		16	100						
58	903	134272003		10|12|20|21|22|30|33|50|51	1	16		16	100						
59	903	134273003		10|12|20|21|22|30|33|50|51	1	16		16	100						
60	903	134274003		10|12|20|21|22|30|33|50|51	1	16		16	100						
61	903	810000010		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
62	903	810000011		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
63	903	810000012		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
64	903	154492002		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
65	903	154492003		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
66	904	115270001		10|12|20|21|22|30|33|50|51	1	95									
67	904	115271001		10|12|20|21|22|30|33|50|51	1	95									
68	904	115272001		10|12|20|21|22|30|33|50|51	1	95									
69	904	115273001		10|12|20|21|22|30|33|50|51	1	95									
70	904	115274001		10|12|20|21|22|30|33|50|51	1	95									
71	904	125270001		10|12|20|21|22|30|33|50|51	1	95									
72	904	125271001		10|12|20|21|22|30|33|50|51	1	95									
73	904	125272001		10|12|20|21|22|30|33|50|51	1	95									
74	904	125273001		10|12|20|21|22|30|33|50|51	1	95									
75	904	125274001		10|12|20|21|22|30|33|50|51	1	95									
76	904	135470002		10|12|20|21|22|30|33|50|51	1	10		10	100						
77	904	135471002		10|12|20|21|22|30|33|50|51	1	10		10	100						
78	904	135472002		10|12|20|21|22|30|33|50|51	1	10		10	100						
79	904	135473002		10|12|20|21|22|30|33|50|51	1	10		10	100						
80	904	135474002		10|12|20|21|22|30|33|50|51	1	10		10	100						
81	904	810000010		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
82	904	810000011		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
83	904	810000012		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
84	904	154490002		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
85	904	154490003		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
86	905	112050001		10|12|20|21|22|30|33|50|51	1	85									
87	905	112051001		10|12|20|21|22|30|33|50|51	1	85									
88	905	112052001		10|12|20|21|22|30|33|50|51	1	85									
89	905	112053001		10|12|20|21|22|30|33|50|51	1	85									
90	905	112054001		10|12|20|21|22|30|33|50|51	1	85									
91	905	122050001		10|12|20|21|22|30|33|50|51	1	85									
92	905	122051001		10|12|20|21|22|30|33|50|51	1	85									
93	905	122052001		10|12|20|21|22|30|33|50|51	1	85									
94	905	122053001		10|12|20|21|22|30|33|50|51	1	85									
95	905	122054001		10|12|20|21|22|30|33|50|51	1	85									
96	905	132250001		10|12|20|21|22|30|33|50|51	1	25		25	100						
97	905	132251001		10|12|20|21|22|30|33|50|51	1	25		25	100						
98	905	132252001		10|12|20|21|22|30|33|50|51	1	25		25	100						
99	905	132253001		10|12|20|21|22|30|33|50|51	1	25		25	100						
100	905	132254001		10|12|20|21|22|30|33|50|51	1	25		25	100						
101	905	810000010		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
102	905	810000011		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
103	905	810000012		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
104	905	152492001		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
105	905	152492002		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
106	906	113050001		10|12|20|21|22|30|33|50|51	1	90									
107	906	113051001		10|12|20|21|22|30|33|50|51	1	90									
108	906	113052001		10|12|20|21|22|30|33|50|51	1	90									
109	906	113053001		10|12|20|21|22|30|33|50|51	1	90									
110	906	113054001		10|12|20|21|22|30|33|50|51	1	90									
111	906	123050001		10|12|20|21|22|30|33|50|51	1	90									
112	906	123051001		10|12|20|21|22|30|33|50|51	1	90									
113	906	123052001		10|12|20|21|22|30|33|50|51	1	90									
114	906	123053001		10|12|20|21|22|30|33|50|51	1	90									
115	906	123054001		10|12|20|21|22|30|33|50|51	1	90									
116	906	133250003		10|12|20|21|22|30|33|50|51	1	20		20	100						
117	906	133251003		10|12|20|21|22|30|33|50|51	1	20		20	100						
118	906	133252003		10|12|20|21|22|30|33|50|51	1	20		20	100						
119	906	133253003		10|12|20|21|22|30|33|50|51	1	20		20	100						
120	906	133254003		10|12|20|21|22|30|33|50|51	1	20		20	100						
121	906	810000010		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
122	906	810000011		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
123	906	810000012		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
124	906	152490001		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
125	906	152490002		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
126	907	114050001		10|12|20|21|22|30|33|50|51	1	90									
127	907	114051001		10|12|20|21|22|30|33|50|51	1	90									
128	907	114052001		10|12|20|21|22|30|33|50|51	1	90									
129	907	114053001		10|12|20|21|22|30|33|50|51	1	90									
130	907	114054001		10|12|20|21|22|30|33|50|51	1	90									
131	907	124050001		10|12|20|21|22|30|33|50|51	1	90									
132	907	124051001		10|12|20|21|22|30|33|50|51	1	90									
133	907	124052001		10|12|20|21|22|30|33|50|51	1	90									
134	907	124053001		10|12|20|21|22|30|33|50|51	1	90									
135	907	124054001		10|12|20|21|22|30|33|50|51	1	90									
136	907	134250003		10|12|20|21|22|30|33|50|51	1	16		16	100						
137	907	134251003		10|12|20|21|22|30|33|50|51	1	16		16	100						
138	907	133752004		10|12|20|21|22|30|33|50|51	1	16		16	100						
139	907	133753004		10|12|20|21|22|30|33|50|51	1	16		16	100						
140	907	133754004		10|12|20|21|22|30|33|50|51	1	16		16	100						
141	907	810000010		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
142	907	810000011		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
143	907	810000012		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
144	907	154492002		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
145	907	154492003		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
146	908	115250001		10|12|20|21|22|30|33|50|51	1	95									
147	908	115251001		10|12|20|21|22|30|33|50|51	1	95									
148	908	115252001		10|12|20|21|22|30|33|50|51	1	95									
149	908	115253001		10|12|20|21|22|30|33|50|51	1	95									
150	908	115254001		10|12|20|21|22|30|33|50|51	1	95									
151	908	125250001		10|12|20|21|22|30|33|50|51	1	95									
152	908	125251001		10|12|20|21|22|30|33|50|51	1	95									
153	908	125252001		10|12|20|21|22|30|33|50|51	1	95									
154	908	125253001		10|12|20|21|22|30|33|50|51	1	95									
155	908	125254001		10|12|20|21|22|30|33|50|51	1	95									
156	908	135250001		10|12|20|21|22|30|33|50|51	1	10		10	100						
157	908	135251001		10|12|20|21|22|30|33|50|51	1	10		10	100						
158	908	134752003		10|12|20|21|22|30|33|50|51	1	10		10	100						
159	908	134753003		10|12|20|21|22|30|33|50|51	1	10		10	100						
160	908	134754003		10|12|20|21|22|30|33|50|51	1	10		10	100						
161	908	810000010		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
162	908	810000011		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
163	908	810000012		10|12|20|21|22|30|33|50|51	1	7		3	100			30			
164	908	154490002		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
165	908	154490003		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
166	909	112040001		10|12|20|21|22|30|33|50|51	1	85									
167	909	112041001		10|12|20|21|22|30|33|50|51	1	85									
168	909	112042001		10|12|20|21|22|30|33|50|51	1	85									
169	909	112043001		10|12|20|21|22|30|33|50|51	1	85									
170	909	112044001		10|12|20|21|22|30|33|50|51	1	85									
171	909	122040001		10|12|20|21|22|30|33|50|51	1	85									
172	909	122041001		10|12|20|21|22|30|33|50|51	1	85									
173	909	122042001		10|12|20|21|22|30|33|50|51	1	85									
174	909	122043001		10|12|20|21|22|30|33|50|51	1	85									
175	909	122044001		10|12|20|21|22|30|33|50|51	1	85									
176	909	132240001		10|12|20|21|22|30|33|50|51	1	25		25	100						
177	909	132241001		10|12|20|21|22|30|33|50|51	1	25		25	100						
178	909	132242002		10|12|20|21|22|30|33|50|51	1	25		25	100						
179	909	132243001		10|12|20|21|22|30|33|50|51	1	25		25	100						
180	909	132244001		10|12|20|21|22|30|33|50|51	1	25		25	100						
181	909	810000010		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
182	909	810000011		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
183	909	810000012		10|12|20|21|22|30|33|50|51	1	3		3	100			20			
184	909	152492001		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
185	909	152492002		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
186	910	113040001		10|12|20|21|22|30|33|50|51	1	90									
187	910	113041001		10|12|20|21|22|30|33|50|51	1	90									
188	910	113042001		10|12|20|21|22|30|33|50|51	1	90									
189	910	113043001		10|12|20|21|22|30|33|50|51	1	90									
190	910	113044001		10|12|20|21|22|30|33|50|51	1	90									
191	910	123040001		10|12|20|21|22|30|33|50|51	1	90									
192	910	123041001		10|12|20|21|22|30|33|50|51	1	90									
193	910	123042001		10|12|20|21|22|30|33|50|51	1	90									
194	910	123043001		10|12|20|21|22|30|33|50|51	1	90									
195	910	123044001		10|12|20|21|22|30|33|50|51	1	90									
196	910	133240005		10|12|20|21|22|30|33|50|51	1	20		20	100						
197	910	133241005		10|12|20|21|22|30|33|50|51	1	20		20	100						
198	910	132742004		10|12|20|21|22|30|33|50|51	1	20		20	100						
199	910	132743004		10|12|20|21|22|30|33|50|51	1	20		20	100						
200	910	132744004		10|12|20|21|22|30|33|50|51	1	20		20	100						
201	910	810000010		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
202	910	810000011		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
203	910	810000012		10|12|20|21|22|30|33|50|51	1	5		5	100			20			
204	910	152490001		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
205	910	152490002		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
206	911	114040001		10|12|20|21|22|30|33|50|51	1	90									
207	911	114041001		10|12|20|21|22|30|33|50|51	1	90									
208	911	114042001		10|12|20|21|22|30|33|50|51	1	90									
209	911	114043001		10|12|20|21|22|30|33|50|51	1	90									
210	911	114044001		10|12|20|21|22|30|33|50|51	1	90									
211	911	124040001		10|12|20|21|22|30|33|50|51	1	90									
212	911	124041001		10|12|20|21|22|30|33|50|51	1	90									
213	911	124042001		10|12|20|21|22|30|33|50|51	1	90									
214	911	124043001		10|12|20|21|22|30|33|50|51	1	90									
215	911	124044001		10|12|20|21|22|30|33|50|51	1	90									
216	911	134240003		10|12|20|21|22|30|33|50|51	1	16		16	100						
217	911	134241003		10|12|20|21|22|30|33|50|51	1	16		16	100						
218	911	133742004		10|12|20|21|22|30|33|50|51	1	16		16	100						
219	911	133743003		10|12|20|21|22|30|33|50|51	1	16		16	100						
220	911	133744003		10|12|20|21|22|30|33|50|51	1	16		16	100						
221	911	810000010		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
222	911	810000011		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
223	911	810000012		10|12|20|21|22|30|33|50|51	1	6		6	100			20			
224	911	154492002		10|12|20|21|22|30|33|50|51	1	3		3	1000			100			1
225	911	154492003		10|12|20|21|22|30|33|50|51	1	2		2	1000			100			1
