1	1	5	0	0	0
1	31	10	0	0	0
1	49	40	0	0	0
1	38	2	0	0	0
1	35	0	0	0	0
1	36	0	0	0	0
1	52	100	0	0	0
1	45	4	0	0	0
1	53	420	0	0	0
1	54	2520	0	0	0
1	56	1000	0	0	0
1	58	0	0	0	0
1	59	1	10	0	0
1	62	10	0	0	0
2	6	67	3600000	0	0
2	1	6	0	0	0
2	31	20	0	0	0
2	49	60	0	0	0
2	38	5	0	0	0
2	35	0	0	0	0
2	36	0	0	0	0
2	52	100	0	0	0
2	45	4	0	0	0
2	53	300	0	0	0
2	54	1800	0	0	0
2	56	2000	0	0	0
2	58	0	0	0	0
2	59	3	10	0	0
2	61	1	10	0	0
2	8	65	1	0	0
2	62	30	0	0	0
3	6	65	3600000	66	3600000
3	1	7	0	0	0
3	31	0	0	0	0
3	49	80	0	0	0
3	38	10	0	0	0
3	35	0	0	0	0
3	36	0	0	0	0
3	52	100	0	0	0
3	45	8	0	0	0
3	53	300	0	0	0
3	54	1800	0	0	0
3	55	1	650	0	0
3	44	1	1	0	0
3	34	5000	0	0	0
3	56	3000	0	0	0
3	57	0	0	0	0
3	58	0	0	0	0
3	59	5	10	0	0
3	60	500	0	0	0
3	61	3	10	0	0
3	40	1	100	0	0
3	7	60	1	0	0
3	8	65	1	0	0
3	9	70	1	0	0
3	62	50	0	0	0
