3000	999999
3001	999999
3002	999999
3007	999999
3008	999999
3009	999999
3010	999999
3011	999999
3012	999999
3013	999999
3014	999999
3015	999999
3016	999999
3017	999999
3018	999999
3019	999999
3020	999999
3021	999999
3022	999999
3023	999999
3024	999999
3025	999999
3026	999999
3027	999999
3028	999999
3029	999999
3030	999999
3031	999999
3032	999999
3033	999999
3034	999999
3035	999999
3036	999999
3037	999999
3038	999999
3039	999999
3040	-
3041	-
3042	-
3043	999999
3044	999999
3045	999999
3046	-
3047	-
