801	幸运魔罐	1	20	8001	0	0	600000001,10,10	600000002	50	0	open_jar_day	1	330000001	1	10	90	open_jar_t1	600000065	1	1,75|2,15|3,10	3	86400	1	0	0
901	20级重甲罐	2	0	0	0	0	300000106,1,1	600000001	1000	0		1	330000021	1	10	90	open_jar_t2	600000064	0	1,100|2,0	0	0	1	0	0
902	30级重甲罐	2	0	0	0	0	300000106,2,2	600000001	2000	0		1	330000022	1	10	90	open_jar_t3	600000064	0	1,100|2,0	0	0	1	0	0
903	40级重甲罐	2	0	0	0	0	300000106,3,3	600000001	4000	0		1	330000023	1	10	90	open_jar_t4	600000064	0	1,100|2,0	0	0	1	0	0
904	50级重甲罐	2	0	0	0	0	300000106,4,4	600000001	6000	0		1	330000024	1	10	90	open_jar_t5	600000064	0	1,100|2,0	0	0	1	0	0
905	20级皮甲罐	2	0	0	0	0	300000106,1,1	600000001	1000	0		1	330000017	1	10	90	open_jar_t6	600000064	0	1,100|2,0	0	0	1	0	0
906	30级皮甲罐	2	0	0	0	0	300000106,2,2	600000001	2000	0		1	330000018	1	10	90	open_jar_t7	600000064	0	1,100|2,0	0	0	1	0	0
907	40级皮甲罐	2	0	0	0	0	300000106,3,3	600000001	4000	0		1	330000019	1	10	90	open_jar_t8	600000064	0	1,100|2,0	0	0	1	0	0
908	50级皮甲罐	2	0	0	0	0	300000106,4,4	600000001	6000	0		1	330000020	1	10	90	open_jar_t9	600000064	0	1,100|2,0	0	0	1	0	0
909	20级布甲罐	2	0	0	0	0	300000106,1,1	600000001	1000	0		1	330000013	1	10	90	open_jar_t10	600000064	0	1,100|2,0	0	0	1	0	0
910	30级布甲罐	2	0	0	0	0	300000106,2,2	600000001	2000	0		1	330000014	1	10	90	open_jar_t11	600000064	0	1,100|2,0	0	0	1	0	0
911	40级布甲罐	2	0	0	0	0	300000106,3,3	600000001	4000	0		1	330000015	1	10	90	open_jar_t12	600000064	0	1,100|2,0	0	0	1	0	0
912	50级布甲罐	2	0	0	0	0	300000106,4,4	600000001	6000	0		1	330000016	1	10	90	open_jar_t13	600000064	0	1,100|2,0	0	0	1	0	0
101	青铜罐子	3	0	0	0	0	600000005,20,40			0					1		open_jar_t14				0	0	0	0	0
102	白银罐子	3	0	0	0	0	600000005,40,60			0					1		open_jar_t15				0	0	0	0	0
103	白银罐子	3	0	0	0	0	600000005,50,70			0					1		open_jar_t16				0	0	0	0	0
104	白银罐子	3	0	0	0	0	600000005,60,80			0					1		open_jar_t17				0	0	0	0	0
105	黄金罐子	3	0	0	0	0	600000005,80,100			0					1		open_jar_t18				0	0	0	0	0
106	黄金罐子	3	0	0	0	0	600000005,90,110			0					1		open_jar_t19				0	0	0	0	0
107	黄金罐子	3	0	0	0	0	600000005,100,120			0					1		open_jar_t20				0	0	0	0	0
108	白金罐子	3	0	0	0	0	600000005,120,150			0					1		open_jar_t21				0	0	0	0	0
109	白金罐子	3	0	0	0	0	600000005,130,160			0					1		open_jar_t22				0	0	0	0	0
110	白金罐子	3	0	0	0	0	600000005,140,170			0					1		open_jar_t23				0	0	0	0	0
111	钻石罐子	3	0	0	0	0	600000005,160,200			0					1		open_jar_t24				0	0	0	0	0
601	20神器限时抢	103	20	8002	0	0	600000001,10,10	600000002	20	0					10	50	open_jar_t26				0	0	1	50	0
602	30神器限时抢	103	20	8003	0	0	600000001,10,10	600000002	30	0					10	50	open_jar_t27				0	0	1	50	0
603	40神器限时抢	103	20	8004	0	0	600000001,10,10	600000002	40	0					10	50	open_jar_t28				0	0	1	50	0
604	50神器限时抢	103	20	8005	0	0	600000001,10,10	600000002	45	0					10	50	open_jar_t29				0	0	1	50	0
501	魅力时装秀	102	10	5001	0	0	600000001,10,10	600000002	30	0					10	50	open_jar_t25				0	0	1	10	0
5001	活动时装罐十连时装库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
8001	魔罐垫子库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
8002	20-25垫子库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
8003	30-35垫子库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
8004	40-45垫子库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
8005	45-50垫子库	0	0	0	0	0	600000001,10,10	600000002	30	0					10		open_jar_t25				0	0	0	0	0
