1	1	4	34001	7	12800	6400	36	0	1
2	1	4	34002	7	12800	6400	36	0	1
3	1	4	34003	7	12800	6400	36	0	1
4	1	4	34004	7	12800	6400	36	0	1
5	1	4	34005	7	12800	6400	39	0	1
6	1	4	34006	7	12800	6400	36	0	1
7	1	4	34007	7	12800	6400	36	0	1
8	1	4	34008	7	12800	6400	36	0	1
9	1	4	34011	7	12800	6400	36	0	1
10	1	4	34009	7	12800	6400	36	0	1
11	1	4	34010	7	12800	6400	36	0	1
12	1	4	34012	7	12800	6400	36	0	1
13	1	4	34001	6	3200	1600	191	0	1
14	1	4	34002	6	3200	1600	191	0	1
15	1	4	34003	6	3200	1600	191	0	1
16	1	4	34004	6	3200	1600	191	0	1
17	1	4	34005	6	3200	1600	196	0	1
18	1	4	34006	6	3200	1600	191	0	1
19	1	4	34007	6	3200	1600	191	0	1
20	1	4	34008	6	3200	1600	191	0	1
21	1	4	34011	6	3200	1600	191	0	1
22	1	4	34009	6	3200	1600	191	0	1
23	1	4	34010	6	3200	1600	191	0	1
24	1	4	34012	6	3200	1600	191	0	1
25	1	4	34001	5	800	400	1021	600	1
26	1	4	34002	5	800	400	1021	600	1
27	1	4	34003	5	800	400	1021	600	1
28	1	4	34004	5	800	400	1021	600	1
29	1	4	34005	5	800	400	1029	600	1
30	1	4	34006	5	800	400	1021	600	1
31	1	4	34007	5	800	400	1021	600	1
32	1	4	34008	5	800	400	1021	600	1
33	1	4	34011	5	800	400	1021	600	1
34	1	4	34009	5	800	400	1021	600	1
35	1	4	34010	5	800	400	1021	600	1
36	1	4	34012	5	800	400	1021	600	1
37	1	3	34001	6	3200	1920	250	150	1
38	1	3	34002	6	3200	1920	250	150	1
39	1	3	34003	6	3200	1920	250	150	1
40	1	3	34004	6	3200	1920	250	150	1
41	1	3	34005	6	3200	1920	250	150	1
42	1	3	34006	6	3200	1920	250	150	1
43	1	3	34007	6	3200	1920	250	150	1
44	1	3	34008	6	3200	1920	250	150	1
45	1	3	34011	6	3200	1920	250	150	1
46	1	3	34010	6	3200	1920	250	150	1
47	1	3	34012	6	3200	1920	250	150	1
48	1	3	34009	6	3200	1920	250	150	1
49	1	3	34001	5	800	480	1000	600	1
50	1	3	34002	5	800	480	1000	600	1
51	1	3	34003	5	800	480	1000	600	1
52	1	3	34004	5	800	480	1000	600	1
53	1	3	34005	5	800	480	1000	600	1
54	1	3	34006	5	800	480	1000	600	1
55	1	3	34007	5	800	480	1000	600	1
56	1	3	34008	5	800	480	1000	600	1
57	1	3	34011	5	800	480	1000	600	1
58	1	3	34009	5	800	480	1000	600	1
59	1	3	34010	5	800	480	1000	600	1
60	1	3	34012	5	800	480	1000	600	1
61	1	2	34001	5	800	560	250	0	0
62	1	2	34002	5	800	560	250	0	0
63	1	2	34003	5	800	560	250	0	0
64	1	2	34004	5	800	560	250	0	0
65	1	2	34005	5	800	560	250	0	0
66	1	2	34006	5	800	560	250	0	0
67	1	2	34007	5	800	560	250	0	0
68	1	2	34008	5	800	560	250	0	0
69	1	2	34011	5	800	560	250	0	0
70	1	2	34009	5	800	560	250	0	0
71	1	2	34010	5	800	560	250	0	0
72	1	2	34012	5	800	560	250	0	0
73	1	2	34001	4	200	140	1000	0	0
74	1	2	34002	4	200	140	1000	0	0
75	1	2	34003	4	200	140	1000	0	0
76	1	2	34004	4	200	140	1000	0	0
77	1	2	34005	4	200	140	1000	0	0
78	1	2	34006	4	200	140	1000	0	0
79	1	2	34007	4	200	140	1000	0	0
80	1	2	34008	4	200	140	1000	0	0
81	1	2	34011	4	200	140	1000	0	0
82	1	2	34009	4	200	140	1000	0	0
83	1	2	34010	4	200	140	1000	0	0
84	1	2	34012	4	200	140	1000	0	0
85	1	1	34001	5	800	640	250	0	0
86	1	1	34002	5	800	640	250	0	0
87	1	1	34003	5	800	640	250	0	0
88	1	1	34004	5	800	640	250	0	0
89	1	1	34005	5	800	640	250	0	0
90	1	1	34006	5	800	640	250	0	0
91	1	1	34007	5	800	640	250	0	0
92	1	1	34008	5	800	640	250	0	0
93	1	1	34011	5	800	640	250	0	0
94	1	1	34009	5	800	640	250	0	0
95	1	1	34011	5	800	640	250	0	0
96	1	1	34009	5	800	640	250	0	0
97	1	1	34010	5	800	640	250	0	0
98	1	1	34012	5	800	640	250	0	0
99	1	1	34001	4	200	160	1000	0	0
100	1	1	34002	4	200	160	1000	0	0
101	1	1	34003	4	200	160	1000	0	0
102	1	1	34004	4	200	160	1000	0	0
103	1	1	34005	4	200	160	1000	0	0
104	1	1	34006	4	200	160	1000	0	0
105	1	1	34007	4	200	160	1000	0	0
106	1	1	34008	4	200	160	1000	0	0
107	1	1	34011	4	200	160	1000	0	0
108	1	1	34009	4	200	160	1000	0	0
109	1	1	34010	4	200	160	1000	0	0
110	1	1	34012	4	200	160	1000	0	0
111	2	4	42532	4	6400	3200	2031	0	1
112	2	4	42531	4	3200	1600	4063	0	1
113	2	4	42535	4	3330	1665	3906	0	1
114	2	3	42530	3	1600	960	2358	150	1
115	2	3	42534	3	1290	774	2925	200	1
116	2	3	42529	3	800	480	4717	0	1
117	2	2	42528	3	400	280	1111	500	0
118	2	2	42533	2	300	240	2222	500	0
119	2	2	42537	1	200	180	6667	600	0
120	2	1	42533	2	300	270	644	0	0
121	2	1	42537	1	200	200	4677	0	0
122	2	1	42536	1	100	100	4679	0	0
123	3	4	44201	5	5000	3000	1000	0	1
124	3	4	44202	5	5000	3000	1000	0	1
125	3	4	44203	5	5000	3000	1000	0	1
126	3	4	44204	5	5000	3000	1000	0	1
127	3	4	44205	5	5000	3000	1000	0	1
128	3	4	44206	5	5000	3000	1000	0	1
129	3	4	44207	5	5000	3000	1000	0	1
130	3	4	44208	5	5000	3000	1000	0	1
131	3	4	44209	5	5000	3000	1000	0	1
132	3	4	44210	5	5000	3000	1000	0	1
133	3	4	44211	5	5000	3000	1000	0	1
134	3	4	44212	5	5000	3000	1000	0	1
135	3	4	44213	5	5000	3000	1000	0	1
136	3	4	44214	5	5000	3000	1000	0	1
137	3	4	44215	5	5000	3000	1000	0	1
138	3	4	44216	5	5000	3000	1000	0	1
139	3	4	44217	5	5000	3000	1000	0	1
140	3	4	44218	5	5000	3000	1000	0	1
141	3	4	44219	5	5000	3000	50	0	1
123	3	4	44201	4	2000	1200	2000	0	1
124	3	4	44202	4	2000	1200	2000	0	1
125	3	4	44203	4	2000	1200	2000	0	1
126	3	4	44204	4	2000	1200	2000	0	1
127	3	4	44205	4	2000	1200	2000	0	1
128	3	4	44206	4	2000	1200	2000	0	1
129	3	4	44207	4	2000	1200	2000	0	1
130	3	4	44208	4	2000	1200	2000	0	1
131	3	4	44209	4	2000	1200	2000	0	1
132	3	4	44210	4	2000	1200	2000	0	1
133	3	4	44211	4	2000	1200	2000	0	1
134	3	4	44212	4	2000	1200	2000	0	1
135	3	4	44213	4	2000	1200	2000	0	1
136	3	4	44214	4	2000	1200	2000	0	1
137	3	4	44215	4	2000	1200	2000	0	1
138	3	4	44216	4	2000	1200	2000	0	1
139	3	4	44217	4	2000	1200	2000	0	1
140	3	4	44218	4	2000	1200	2000	0	1
141	3	4	44219	4	2000	1200	100	0	1
123	3	3	44201	4	2000	1400	1000	200	1
124	3	3	44202	4	2000	1400	1000	200	1
125	3	3	44203	4	2000	1400	1000	200	1
126	3	3	44204	4	2000	1400	1000	200	1
127	3	3	44205	4	2000	1400	1000	200	1
128	3	3	44206	4	2000	1400	1000	200	1
129	3	3	44207	4	2000	1400	1000	200	1
130	3	3	44208	4	2000	1400	1000	200	1
131	3	3	44209	4	2000	1400	1000	200	1
132	3	3	44210	4	2000	1400	1000	200	1
133	3	3	44211	4	2000	1400	1000	200	1
134	3	3	44212	4	2000	1400	1000	200	1
135	3	3	44213	4	2000	1400	1000	200	1
136	3	3	44214	4	2000	1400	1000	200	1
137	3	3	44215	4	2000	1400	1000	200	1
138	3	3	44216	4	2000	1400	1000	200	1
139	3	3	44217	4	2000	1400	1000	200	1
140	3	3	44218	4	2000	1400	1000	200	1
141	3	3	44219	4	2000	1400	50	200	1
123	3	3	44201	3	250	175	5000	2000	1
124	3	3	44202	3	250	175	5000	2000	1
125	3	3	44203	3	250	175	5000	2000	1
126	3	3	44204	3	250	175	5000	2000	1
127	3	3	44205	3	250	175	5000	2000	1
128	3	3	44206	3	250	175	5000	2000	1
129	3	3	44207	3	250	175	5000	2000	1
130	3	3	44208	3	250	175	5000	2000	1
131	3	3	44209	3	250	175	5000	2000	1
132	3	3	44210	3	250	175	5000	2000	1
133	3	3	44211	3	250	175	5000	2000	1
134	3	3	44212	3	250	175	5000	2000	1
135	3	3	44213	3	250	175	5000	2000	1
136	3	3	44214	3	250	175	5000	2000	1
137	3	3	44215	3	250	175	5000	2000	1
138	3	3	44216	3	250	175	5000	2000	1
139	3	3	44217	3	250	175	5000	2000	1
140	3	3	44218	3	250	175	5000	2000	1
141	3	3	44219	3	250	175	250	2000	1
123	3	2	44201	3	250	188	1000	0	0
124	3	2	44202	3	250	188	1000	0	0
125	3	2	44203	3	250	188	1000	0	0
126	3	2	44204	3	250	188	1000	0	0
127	3	2	44205	3	250	188	1000	0	0
128	3	2	44206	3	250	188	1000	0	0
129	3	2	44207	3	250	188	1000	0	0
130	3	2	44208	3	250	188	1000	0	0
131	3	2	44209	3	250	188	1000	0	0
132	3	2	44210	3	250	188	1000	0	0
133	3	2	44211	3	250	188	1000	0	0
134	3	2	44212	3	250	188	1000	0	0
135	3	2	44213	3	250	188	1000	0	0
136	3	2	44214	3	250	188	1000	0	0
137	3	2	44215	3	250	188	1000	0	0
138	3	2	44216	3	250	188	1000	0	0
139	3	2	44217	3	250	188	1000	0	0
140	3	2	44218	3	250	188	1000	0	0
141	3	2	44219	3	250	188	50	0	0
123	3	2	44201	2	50	38	1000	0	0
124	3	2	44202	2	50	38	1000	0	0
125	3	2	44203	2	50	38	1000	0	0
126	3	2	44204	2	50	38	1000	0	0
127	3	2	44205	2	50	38	1000	0	0
128	3	2	44206	2	50	38	1000	0	0
129	3	2	44207	2	50	38	1000	0	0
130	3	2	44208	2	50	38	1000	0	0
131	3	2	44209	2	50	38	1000	0	0
132	3	2	44210	2	50	38	1000	0	0
133	3	2	44211	2	50	38	1000	0	0
134	3	2	44212	2	50	38	1000	0	0
135	3	2	44213	2	50	38	1000	0	0
136	3	2	44214	2	50	38	1000	0	0
137	3	2	44215	2	50	38	1000	0	0
138	3	2	44216	2	50	38	1000	0	0
139	3	2	44217	2	50	38	1000	0	0
140	3	2	44218	2	50	38	1000	0	0
141	3	2	44219	2	50	38	50	0	0
123	3	1	44201	3	250	200	1000	0	0
124	3	1	44202	3	250	200	1000	0	0
125	3	1	44203	3	250	200	1000	0	0
126	3	1	44204	3	250	200	1000	0	0
127	3	1	44205	3	250	200	1000	0	0
128	3	1	44206	3	250	200	1000	0	0
129	3	1	44207	3	250	200	1000	0	0
130	3	1	44208	3	250	200	1000	0	0
131	3	1	44209	3	250	200	1000	0	0
132	3	1	44210	3	250	200	1000	0	0
133	3	1	44211	3	250	200	1000	0	0
134	3	1	44212	3	250	200	1000	0	0
135	3	1	44213	3	250	200	1000	0	0
136	3	1	44214	3	250	200	1000	0	0
137	3	1	44215	3	250	200	1000	0	0
138	3	1	44216	3	250	200	1000	0	0
139	3	1	44217	3	250	200	1000	0	0
140	3	1	44218	3	250	200	1000	0	0
141	3	1	44219	3	250	200	50	0	0
123	3	1	44201	2	50	40	1000	0	0
124	3	1	44202	2	50	40	1000	0	0
125	3	1	44203	2	50	40	1000	0	0
126	3	1	44204	2	50	40	1000	0	0
127	3	1	44205	2	50	40	1000	0	0
128	3	1	44206	2	50	40	1000	0	0
129	3	1	44207	2	50	40	1000	0	0
130	3	1	44208	2	50	40	1000	0	0
131	3	1	44209	2	50	40	1000	0	0
132	3	1	44210	2	50	40	1000	0	0
133	3	1	44211	2	50	40	1000	0	0
134	3	1	44212	2	50	40	1000	0	0
135	3	1	44213	2	50	40	1000	0	0
136	3	1	44214	2	50	40	1000	0	0
137	3	1	44215	2	50	40	1000	0	0
138	3	1	44216	2	50	40	1000	0	0
139	3	1	44217	2	50	40	1000	0	0
140	3	1	44218	2	50	40	1000	0	0
141	3	1	44219	2	50	40	50	0	0
