10100	1	1	500	10
10100	2	1	600	20
10100	3	1	700	30
10100	4	1	800	40
10100	5	1	900	50
10100	6	2	1000	60
10100	7	2	1200	70
10100	8	2	1400	80
10100	9	2	1600	90
10100	10	2	1800	100
10100	11	3	2000	110
10100	12	3	2200	120
10100	13	3	2400	130
10100	14	3	2600	140
10100	15	3	2800	150
10100	16	4	3000	160
10100	17	4	3200	170
10100	18	4	3400	180
10100	19	4	3600	190
10100	20	4	3800	200
10100	21	5	4000	210
10100	22	5	4300	220
10100	23	5	4600	230
10100	24	5	4900	240
10100	25	5	5200	250
10100	26	6	5500	260
10100	27	6	5800	270
10100	28	6	6100	280
10100	29	6	6400	290
10100	30	6	6700	300
10100	31	7	7000	310
10100	32	7	7400	320
10100	33	7	7800	330
10100	34	7	8200	340
10100	35	7	8600	350
10100	36	8	9000	360
10100	37	8	9400	370
10100	38	8	9800	380
10100	39	8	10200	390
10100	40	8	10600	400
10100	41	9	11000	410
10100	42	9	11500	420
10100	43	9	12000	430
10100	44	9	12500	440
10100	45	9	13000	450
10100	46	10	13500	460
10100	47	10	14000	470
10100	48	10	14500	480
10100	49	10	15000	490
10100	50	10	15500	500
10101	1	1	500	10
10101	2	1	600	20
10101	3	1	700	30
10101	4	1	800	40
10101	5	1	900	50
10101	6	2	1000	60
10101	7	2	1200	70
10101	8	2	1400	80
10101	9	2	1600	90
10101	10	2	1800	100
10101	11	3	2000	110
10101	12	3	2200	120
10101	13	3	2400	130
10101	14	3	2600	140
10101	15	3	2800	150
10101	16	4	3000	160
10101	17	4	3200	170
10101	18	4	3400	180
10101	19	4	3600	190
10101	20	4	3800	200
10101	21	5	4000	210
10101	22	5	4300	220
10101	23	5	4600	230
10101	24	5	4900	240
10101	25	5	5200	250
10101	26	6	5500	260
10101	27	6	5800	270
10101	28	6	6100	280
10101	29	6	6400	290
10101	30	6	6700	300
10101	31	7	7000	310
10101	32	7	7400	320
10101	33	7	7800	330
10101	34	7	8200	340
10101	35	7	8600	350
10101	36	8	9000	360
10101	37	8	9400	370
10101	38	8	9800	380
10101	39	8	10200	390
10101	40	8	10600	400
10101	41	9	11000	410
10101	42	9	11500	420
10101	43	9	12000	430
10101	44	9	12500	440
10101	45	9	13000	450
10101	46	10	13500	460
10101	47	10	14000	470
10101	48	10	14500	480
10101	49	10	15000	490
10101	50	10	15500	500
10102	1	1	500	10
10102	2	1	600	20
10102	3	1	700	30
10102	4	1	800	40
10102	5	1	900	50
10102	6	2	1000	60
10102	7	2	1200	70
10102	8	2	1400	80
10102	9	2	1600	90
10102	10	2	1800	100
10102	11	3	2000	110
10102	12	3	2200	120
10102	13	3	2400	130
10102	14	3	2600	140
10102	15	3	2800	150
10102	16	4	3000	160
10102	17	4	3200	170
10102	18	4	3400	180
10102	19	4	3600	190
10102	20	4	3800	200
10102	21	5	4000	210
10102	22	5	4300	220
10102	23	5	4600	230
10102	24	5	4900	240
10102	25	5	5200	250
10102	26	6	5500	260
10102	27	6	5800	270
10102	28	6	6100	280
10102	29	6	6400	290
10102	30	6	6700	300
10102	31	7	7000	310
10102	32	7	7400	320
10102	33	7	7800	330
10102	34	7	8200	340
10102	35	7	8600	350
10102	36	8	9000	360
10102	37	8	9400	370
10102	38	8	9800	380
10102	39	8	10200	390
10102	40	8	10600	400
10102	41	9	11000	410
10102	42	9	11500	420
10102	43	9	12000	430
10102	44	9	12500	440
10102	45	9	13000	450
10102	46	10	13500	460
10102	47	10	14000	470
10102	48	10	14500	480
10102	49	10	15000	490
10102	50	10	15500	500
10103	1	1	500	10
10103	2	1	600	20
10103	3	1	700	30
10103	4	1	800	40
10103	5	1	900	50
10103	6	2	1000	60
10103	7	2	1200	70
10103	8	2	1400	80
10103	9	2	1600	90
10103	10	2	1800	100
10103	11	3	2000	110
10103	12	3	2200	120
10103	13	3	2400	130
10103	14	3	2600	140
10103	15	3	2800	150
10103	16	4	3000	160
10103	17	4	3200	170
10103	18	4	3400	180
10103	19	4	3600	190
10103	20	4	3800	200
10103	21	5	4000	210
10103	22	5	4300	220
10103	23	5	4600	230
10103	24	5	4900	240
10103	25	5	5200	250
10103	26	6	5500	260
10103	27	6	5800	270
10103	28	6	6100	280
10103	29	6	6400	290
10103	30	6	6700	300
10103	31	7	7000	310
10103	32	7	7400	320
10103	33	7	7800	330
10103	34	7	8200	340
