1	1000	0	-	-	-
2	1000	0	-	-	-
3	1000	0	-	-	-
4	1000	0	-	-	-
5	1000	0	948100	300000106	10
6	1200	0	-	-	-
7	1200	0	-	-	-
8	1200	0	-	-	-
9	1200	0	-	-	-
10	1200	0	948100	300000106	30
11	1400	0	-	-	-
12	1400	0	-	-	-
13	1400	0	-	-	-
14	1400	0	-	-	-
15	1400	0	948200	300000106	50
16	1600	0	-	-	-
17	1600	0	-	-	-
18	1600	0	-	-	-
19	1600	0	-	-	-
20	1600	0	948200	600000007	21000
21	1800	0	-	-	-
22	1800	0	-	-	-
23	1800	0	-	-	-
24	1800	0	-	-	-
25	1800	0	948300	132291001	1
26	2000	0	-	-	-
27	2000	0	-	-	-
28	2000	0	-	-	-
29	2000	0	-	-	-
30	2000	0	948300	600000007	45000
31	2200	0	-	-	-
32	2200	0	-	-	-
33	2200	0	-	-	-
34	2200	0	-	-	-
35	2200	0	948400	600000007	60000
36	2400	0	-	-	-
37	2400	0	-	-	-
38	2400	0	-	-	-
39	2400	0	-	-	-
40	2400	0	948400	330000001	10
41	2600	0	-	-	-
42	2600	0	-	-	-
43	2600	0	-	-	-
44	2600	0	-	-	-
45	2600	0	948500	300000106	200
46	2800	0	-	-	-
47	2800	0	-	-	-
48	2800	0	-	-	-
49	2800	0	-	-	-
50	2800	0	948500	330000001	10
51	3000	0	-	-	-
52	3000	0	-	-	-
53	3000	0	-	-	-
54	3000	0	-	-	-
55	3000	0	948600	200000310	1
56	3200	0	-	-	-
57	3200	0	-	-	-
58	3200	0	-	-	-
59	3200	0	-	-	-
60	3200	0	948600	330000001	20
