1	10001	0	2000000	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
2	10002	0	2000001	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
3	10001	0	2000002	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
4	10002	0	2000003	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
5	10001	0	2000004	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
6	10002	0	2000005	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
7	10001	0	2000006	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
8	10002	0	2000007	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
9	10001	0	2000008	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
10	10002	0	2000009	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
11	10001	0	2000010	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
12	10002	0	2000011	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
13	10001	0	2000012	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
14	10002	0	2000013	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
15	10001	0	2000014	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
16	10002	0	2000015	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
17	10001	0	2000016	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
18	10002	0	2000017	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
19	10001	0	2000018	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
20	10002	0	2000019	1	10|12|20|21|22|30|33|50|51	0	1	100	0	0	0	0	0
21	10001	0	2000020	1	10|12|20|21|22|30|33|50|51	0	1	10	0	0	0	0	0
22	10002	0	2000021	1	10|12|20|21|22|30|33|50|51	0	1	5	0	0	0	0	0
23	10001	0	2000022	1	10|12|20|21|22|30|33|50|51	0	1	10	0	0	0	0	0
24	10002	0	2000023	1	10|12|20|21|22|30|33|50|51	0	1	5	0	0	0	0	0
25	10001	0	2000024	1	10|12|20|21|22|30|33|50|51	0	1	10	0	0	0	0	0
26	10002	0	2000025	1	10|12|20|21|22|30|33|50|51	0	1	5	0	0	0	0	0
27	11001	0	2100000	1	10|12	0	1	100	0	0	0	0	0
28	11001	0	2100001	1	10|12	0	1	100	0	0	0	0	0
29	11001	0	2100002	1	10|12	0	1	100	0	0	0	0	0
30	11001	0	2100003	1	10|12	0	1	100	0	0	0	0	0
31	11001	0	2100004	1	10|12	0	1	100	0	0	0	0	0
32	11001	0	2100005	1	10|12	0	1	100	0	0	0	0	0
33	11001	0	2100006	1	10|12	0	1	100	0	0	0	0	0
34	11001	0	2100007	1	10|12	0	1	100	0	0	0	0	0
35	12001	0	2200000	1	20|21|22	0	1	100	0	0	0	0	0
36	12001	0	2200001	1	20|21|22	0	1	100	0	0	0	0	0
37	12001	0	2200002	1	20|21|22	0	1	100	0	0	0	0	0
38	12001	0	2200003	1	20|21|22	0	1	100	0	0	0	0	0
39	12001	0	2200004	1	20|21|22	0	1	100	0	0	0	0	0
40	12001	0	2200005	1	20|21|22	0	1	100	0	0	0	0	0
41	12001	0	2200006	1	20|21|22	0	1	100	0	0	0	0	0
42	12001	0	2200007	1	20|21|22	0	1	100	0	0	0	0	0
43	15001	0	2500000	1	50|51	0	1	100	0	0	0	0	0
44	15001	0	2500001	1	50|51	0	1	100	0	0	0	0	0
45	15001	0	2500002	1	50|51	0	1	100	0	0	0	0	0
46	15001	0	2500003	1	50|51	0	1	100	0	0	0	0	0
47	15001	0	2500004	1	50|51	0	1	100	0	0	0	0	0
48	15001	0	2500005	1	50|51	0	1	100	0	0	0	0	0
49	15001	0	2500006	1	50|51	0	1	100	0	0	0	0	0
50	15001	0	2500007	1	50|51	0	1	100	0	0	0	0	0
51	13001	0	2300000	1	30|33	0	1	100	0	0	0	0	0
52	13001	0	2300001	1	30|33	0	1	100	0	0	0	0	0
53	13001	0	2300002	1	30|33	0	1	100	0	0	0	0	0
54	13001	0	2300003	1	30|33	0	1	100	0	0	0	0	0
55	13001	0	2300004	1	30|33	0	1	100	0	0	0	0	0
56	13001	0	2300005	1	30|33	0	1	100	0	0	0	0	0
57	13001	0	2300006	1	30|33	0	1	100	0	0	0	0	0
58	13001	0	2300007	1	30|33	0	1	100	0	0	0	0	0
59	20001	1	10001	1	10|12|20|21|22|30|33|50|51	0	0	1	0	0	0	0	0
60	20002	1	10002	1	10|12|20|21|22|30|33|50|51	0	0	1	0	0	0	0	0
61	21001	1	11001	1	10|12	0	0	1	0	0	0	0	0
62	22001	1	12001	1	20|21|22	0	0	1	0	0	0	0	0
63	25001	1	15001	1	50|51	0	0	1	0	0	0	0	0
64	23001	1	13001	1	30|33	0	0	1	0	0	0	0	0
65	1001	1	20001	1	10|12|20|21|22|30|33|50|51	0	1	2700	0	0	0	0	0
66	1001	1	20002	1	10|12|20|21|22|30|33|50|51	0	1	300	0	0	0	0	0
67	1001	1	21001	1	10|12	0	1	900	0	0	0	0	0
68	1001	0	2101003	1	10|12	1	1	50	0	0	0	0	0
69	1001	0	2120000	1	12	1	1	50	0	0	0	0	0
70	1001	1	22001	1	20|21|22	0	1	900	0	0	0	0	0
71	1001	0	2201006	1	20|21|22	1	1	50	0	0	0	0	0
72	1001	0	2210000	1	21	1	1	50	0	0	0	0	0
73	1001	0	2220000	1	22	1	1	50	0	0	0	0	0
74	1001	1	25001	1	50|51	0	1	900	0	0	0	0	0
75	1001	0	2501006	1	50|51	1	1	50	0	0	0	0	0
76	1001	0	2510000	1	51	1	1	50	0	0	0	0	0
77	1001	1	23001	1	30|33	0	1	900	0	0	0	0	0
78	1001	0	2301001	1	30|33	1	1	50	0	0	0	0	0
