1	1	0		1|1	300000106		
1	4	0		1|1	300000106		
1	5	0		1|1	300000106		
1	9	0		1|1	300000106		
1	10	0		1|1	300000106		
1	15	0		1|1	300000106		
1	20	0		1|1	300000106		
1	25	0		1|2	300000106		
1	30	0		1|2	300000106		
1	35	0		1|2	300000106		
1	40	0		2|3	300000106		
1	45	0		2|3	300000106		
1	50	0		2|3	300000106		
1	55	0		3|4	300000106		
1	60	0		3|4	300000106		
2	1	0|1	300000105	1|2	300000106		
2	4	0|1	300000105	1|2	300000106		
2	5	0|1	300000105	1|2	300000106		
2	9	0|1	300000105	1|2	300000106		
2	10	0|1	300000105	1|2	300000106		
2	15	0|1	300000105	1|2	300000106		
2	20	0|1	300000105	1|2	300000106		
2	25	0|1	300000105	2|3	300000106		
2	30	0|1	300000105	2|3	300000106		
2	35	0|1	300000105	2|3	300000106		
2	40	1|1	300000105	2|4	300000106		
2	45	1|1	300000105	2|4	300000106		
2	50	1|1	300000105	2|4	300000106		
2	55	1|1	300000105	3|5	300000106		
2	60	1|1	300000105	3|5	300000106		
3	1	1|2	300000105	2|3	300000106		
3	4	1|2	300000105	2|3	300000106		
3	5	1|2	300000105	2|3	300000106		
3	9	1|2	300000105	2|3	300000106		
3	10	1|2	300000105	2|3	300000106		
3	15	1|2	300000105	2|3	300000106		
3	20	2|3	300000105	2|3	300000106		
3	25	2|3	300000105	3|4	300000106		
3	30	2|3	300000105	3|4	300000106		
3	35	2|3	300000105	3|4	300000106		
3	40	3|4	300000105	4|6	300000106		
3	45	3|4	300000105	4|6	300000106		
3	50	3|4	300000105	4|6	300000106		
3	55	4|5	300000105	5|7	300000106		
3	60	4|5	300000105	5|7	300000106		
4	1	20|20	300000105	20|20	300000106		
4	4	20|20	300000105	20|20	300000106		
4	5	20|20	300000105	20|20	300000106		
4	9	20|20	300000105	20|20	300000106		
4	10	20|40	300000105	20|40	300000106		
4	15	20|40	300000105	20|40	300000106		
4	20	20|60	300000105	20|60	300000106		
4	25	20|60	300000105	20|60	300000106		
4	30	40|60	300000105	40|60	300000106		
4	35	40|60	300000105	40|60	300000106		
4	40	60|80	300000105	60|80	300000106		
4	45	80|100	300000105	80|100	300000106		
4	50	100|120	300000105	100|120	300000106		
4	55	100|140	300000105	100|140	300000106		
4	60	120|160	300000105	120|160	300000106		
5	1	20|20	300000105	20|20	300000106		
5	4	20|20	300000105	20|20	300000106		
5	5	20|20	300000105	20|20	300000106		
5	9	20|20	300000105	20|20	300000106		
5	10	20|40	300000105	20|40	300000106		
5	15	20|40	300000105	20|40	300000106		
5	20	20|60	300000105	20|60	300000106		
5	25	20|60	300000105	20|60	300000106		
5	30	40|60	300000105	40|60	300000106		
5	35	40|60	300000105	40|60	300000106		
5	40	60|80	300000105	60|80	300000106		
5	45	80|100	300000105	80|100	300000106		
5	50	100|120	300000105	100|120	300000106		
5	55	100|140	300000105	100|140	300000106		
5	60	120|160	300000105	120|160	300000106		
6	1	40|40	300000105	40|40	300000106	1|1	300000501
6	4	40|40	300000105	40|40	300000106	1|1	300000501
6	5	40|40	300000105	40|40	300000106	1|1	300000501
6	9	40|40	300000105	40|40	300000106	1|1	300000501
6	10	40|80	300000105	40|80	300000106	1|1	300000501
6	15	40|80	300000105	40|80	300000106	1|1	300000501
6	20	40|120	300000105	40|120	300000106	2|5	300000501
6	25	40|120	300000105	40|120	300000106	2|5	300000501
6	30	80|120	300000105	80|120	300000106	2|5	300000501
6	35	80|120	300000105	80|120	300000106	2|5	300000501
6	40	120|160	300000105	120|160	300000106	4|6	300000501
6	45	160|200	300000105	160|200	300000106	4|6	300000501
6	50	200|240	300000105	200|240	300000106	7|10	300000501
6	55	200|280	300000105	200|280	300000106	7|10	300000501
6	60	240|320	300000105	240|320	300000106	7|10	300000501
