1	1	1	1	8	0	4	0	40	0	0	0	0	0	8	0
2	1	2	1	8	0	4	0	80	0	0	0	0	0	8	0
3	1	3	1	8	0	4	0	240	0	0	0	0	0	8	0
4	1	4	1	8	0	4	0	400	0	0	0	0	0	8	0
5	1	5	1	8	0	4	0	720	0	0	0	0	0	8	0
6	1	6	1	8	0	4	0	1200	0	0	0	0	0	8	0
7	0	0	2	1	0	2	7	0	0	0	0	0	0	4	1
8	0	0	2	1	0	2	1	0	0	0	0	0	0	5	3
9	0	0	2	1	0	1	13	1	-4000	0	0	0	0	7	3
10	0	0	2	1	0	2	2	0	0	0	0	0	0	8	1
11	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0
12	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
24	0	0	0	0	0	1	23	1	-7500	0	0	0	0	10	2
25	0	0	0	0	0	1	23	0	6000	0	0	0	0	0	0
55	0	0	0	0	0	1	23	0	6000	0	0	0	0	0	0
56	0	0	0	0	0	1	23	1	-8500	0	0	0	0	0	0
59	0	0	0	0	0	1	23	0	120000	0	0	0	0	0	0
60	0	0	0	0	0	1	23	1	-9000	0	0	0	0	0	0
61	0	0	0	32	0	0	0	0	0	0	0	0	0	61	0
62	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0
63	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0
100	0	0	0	24	0	8	0	0	0	0	0	0	0	0	0
126	0	0	0	0	0	2	8	0	0	0	0	0	0	11	0
127	0	0	1	0	0	1	22	1	1000	0	0	0	13000	29	0
128	0	0	1	0	0	1	22	0	600	0	0	0	6900	0	0
134	0	0	1	25	0	35	60	0	0	0	0	0	0	0	2
135	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0
136	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0
137	0	0	1	25	0	36	0	0	0	0	0	0	180	0	0
138	0	0	1	25	0	37	0	0	0	0	0	0	180	0	0
203	0	0	1	25	0	1	13	1	5000	0	0	0	0	10	3
204	0	0	2	25	0	2	7	0	0	0	0	0	0	5	0
205	0	0	2	25	0	1	13	1	-5000	0	0	0	0	7	3
206	0	0	2	25	0	3	0	1	0	0	0	0	0	0	0
337	0	0	0	0	0	1	23	0	500	0	0	0	0	0	0
338	0	0	0	0	0	1	23	1	-9000	0	0	0	0	0	0
601	0	0	2	17	0	2	7	0	0	0	0	0	0	4	1
602	0	0	1	17	0	1	2	2	10000	0	0	0	0	6	1
603	603	0	2	17	0	0	0	0	0	0	0	0	0	15	2
604	604	0	2	17	0	0	0	0	0	0	0	0	0	15	2
605	605	0	2	17	0	0	0	0	0	0	0	0	0	15	2
1000	0	0	1	9	0	1	23	1	-500	-150	0	0	0	16	4
1001	1001	0	2	9	0	3	0	11	0	0	0	0	33	15	2
1002	1001	0	2	9	0	3	0	13	0	0	0	0	39	15	2
1003	1001	0	2	9	0	3	0	23	0	0	0	0	69	15	2
1004	1001	0	2	9	0	3	0	53	0	0	0	0	159	15	2
1005	1001	0	2	9	0	3	0	93	0	0	0	0	279	15	2
1006	1001	0	2	9	0	3	0	180	0	0	0	0	540	15	2
1007	1001	0	2	9	0	3	0	268	0	0	0	0	804	15	2
1008	1001	0	2	9	0	3	0	424	0	0	0	0	1272	15	2
1009	1001	0	2	9	0	3	0	788	0	0	0	0	2364	15	2
1010	1001	0	2	9	0	3	0	1095	0	0	0	0	3285	15	2
1011	0	0	2	9	0	2	7	0	0	0	0	0	0	4	1
1013	0	0	2	9	0	38	300	0	0	0	0	0	0	0	0
1014	0	0	2	9	0	38	600	0	0	0	0	0	0	0	0
1015	0	0	2	9	0	38	900	0	0	0	0	0	0	0	0
1016	0	0	2	9	0	38	1200	0	0	0	0	0	0	0	0
1017	0	0	2	9	0	38	1500	0	0	0	0	0	0	0	0
1018	0	0	1	9	0	39	500	0	0	0	0	0	0	0	0
1019	0	0	1	9	0	39	1000	0	0	0	0	0	0	0	0
