1	625	500	60	17
2	625	500	60	17
3	625	500	60	17
4	625	500	60	17
5	1000	500	60	17
6	1000	500	60	17
7	1000	500	60	17
8	1000	500	60	17
9	1000	500	60	17
10	1500	500	60	17
11	1500	500	60	17
12	1500	500	60	17
13	1500	500	60	17
14	1500	500	60	17
15	2000	500	60	17
16	2000	500	60	17
17	2000	500	60	17
18	2000	500	60	17
19	2000	500	60	17
20	2500	500	60	17
21	2500	500	60	17
22	2500	500	60	17
23	2500	500	60	17
24	2500	500	60	17
25	3000	500	60	17
26	3000	500	60	17
27	3000	500	60	17
28	3000	500	60	17
29	3000	500	60	17
30	3500	500	60	17
31	3500	500	60	17
32	3500	500	60	17
33	3500	500	60	17
34	3500	500	60	17
35	4000	500	60	17
36	4000	500	60	17
37	4000	500	60	17
38	4000	500	60	17
39	4000	500	60	17
40	4500	500	60	17
41	4500	500	60	17
42	4500	500	60	17
43	4500	500	60	17
44	4500	500	60	17
45	5000	500	60	17
46	5000	500	60	17
47	5000	500	60	17
48	5000	500	60	17
49	5000	500	60	17
50	99999	500	60	17
