14501	0	14502	1	5	1	100	1000	1	0	0	0,0,0,0	0,0	14501	600000008,20|600000005,20	600000008,50|600000005,150	1
14502	14501	14503	1	5	2	100	1020	1	0	0	0,0,0,0	0,0	14501	600000008,40|600000005,40	600000008,50|600000005,150	1
14503	14502	14504	1	5	3	100	1040	1	0	0	0,0,0,0	0,0	14501	600000008,60|600000005,60	600000008,50|600000005,150	1
14504	14503	14505	1	5	4	100	1060	1	0	0	0,0,0,0	0,0	14501	600000008,80|600000005,80	600000008,50|600000005,150	1
14505	14504	14601	1	5	5	100	1080	1	0	0	0,0,0,0	0,0	14501	600000008,300|600000005,100	600000008,50|600000005,150	1
14601	14505	14602	1	4	1	100	1100	1	0	0	0,0,0,0	0,0	14601	600000008,120|600000005,120	600000008,50|600000005,150	1
14602	14601	14603	1	4	2	100	1120	1	0	0	0,0,0,0	0,0	14601	600000008,140|600000005,140	600000008,50|600000005,150	1
14603	14602	14604	1	4	3	100	1140	1	0	0	0,0,0,0	0,0	14601	600000008,140|600000005,140	600000008,50|600000005,150	1
14604	14603	14605	1	4	4	100	1160	1	0	0	0,0,0,0	0,0	14601	600000008,140|600000005,140	600000008,50|600000005,150	1
14605	14604	14701	1	4	5	100	1180	1	0	0	0,0,0,0	0,0	14601	600000008,140|600000005,141	600000008,50|600000005,150	1
14701	14605	14702	1	3	1	100	1200	1	0	0	0,0,0,0	0,0	14701	600000008,140|600000005,142	600000008,50|600000005,150	1
14702	14701	14703	1	3	2	100	1220	1	0	0	0,0,0,0	0,0	14701	600000008,140|600000005,143	600000008,50|600000005,150	1
14703	14702	14704	1	3	3	100	1240	1	0	0	0,0,0,0	0,0	14701	600000008,140|600000005,144	600000008,50|600000005,150	1
14704	14703	14705	1	3	4	100	1260	1	0	0	0,0,0,0	0,0	14701	600000008,140|600000005,145	600000008,50|600000005,150	1
14705	14704	14801	1	3	5	100	1280	1	0	0	0,0,0,0	0,0	14701	600000008,140|600000005,146	600000008,50|600000005,150	1
14801	14705	14802	1	2	1	100	1300	1	0	0	0,0,0,0	0,0	14801	600000008,140|600000005,147	600000008,50|600000005,150	1
14802	14801	14803	1	2	2	100	1320	1	0	0	0,0,0,0	0,0	14801	600000008,140|600000005,148	600000008,50|600000005,150	1
14803	14802	14804	1	2	3	100	1340	1	0	0	0,0,0,0	0,0	14801	600000008,140|600000005,149	600000008,50|600000005,150	1
14804	14803	14805	1	2	4	100	1360	1	0	0	0,0,0,0	0,0	14801	600000008,140|600000005,150	600000008,50|600000005,150	1
14805	14804	14901	1	2	5	100	1380	1	0	0	0,0,0,0	0,0	14801	600000008,140|600000005,151	600000008,50|600000005,150	1
14901	14805	14902	1	1	1	100	1400	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,152	600000008,50|600000005,150	1
14902	14901	14903	1	1	2	100	1420	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,153	600000008,50|600000005,150	1
14903	14902	14904	1	1	3	100	1440	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,154	600000008,50|600000005,150	1
14904	14903	14905	1	1	4	100	1460	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,155	600000008,50|600000005,150	1
14905	14904	24501	1	1	5	100	1480	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,156	600000008,50|600000005,150	1
24501	14905	24502	2	5	1	100	1500	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,157	600000008,100|600000005,250	2
24502	24501	24503	2	5	2	100	1520	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,158	600000008,100|600000005,250	2
24503	24502	24504	2	5	3	100	1540	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,159	600000008,100|600000005,250	2
24504	24503	24505	2	5	4	100	1560	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,160	600000008,100|600000005,250	2
24505	24504	24601	2	5	5	100	1580	1	0	0	0,0,0,0	0,0	14901	600000008,140|600000005,161	600000008,100|600000005,250	2
24601	24505	24602	2	4	1	100	1600	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,162	600000008,100|600000005,250	2
24602	24601	24603	2	4	2	100	1620	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,163	600000008,100|600000005,250	2
24603	24602	24604	2	4	3	100	1640	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,164	600000008,100|600000005,250	2
24604	24603	24605	2	4	4	100	1660	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,165	600000008,100|600000005,250	2
24605	24604	24701	2	4	5	100	1680	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,166	600000008,100|600000005,250	2
24701	24605	24702	2	3	1	100	1700	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,167	600000008,100|600000005,250	2
24702	24701	24703	2	3	2	100	1720	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,168	600000008,100|600000005,250	2
24703	24702	24704	2	3	3	100	1740	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,169	600000008,100|600000005,250	2
24704	24703	24705	2	3	4	100	1760	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,170	600000008,100|600000005,250	2
24705	24704	24801	2	3	5	100	1780	1	0	0	0,0,0,0	0,0	24501	600000008,140|600000005,171	600000008,100|600000005,250	2
24801	24705	24802	2	2	1	100	1800	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,172	600000008,100|600000005,250	2
24802	24801	24803	2	2	2	100	1820	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,173	600000008,100|600000005,250	2
24803	24802	24804	2	2	3	100	1840	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,174	600000008,100|600000005,250	2
24804	24803	24805	2	2	4	100	1860	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,175	600000008,100|600000005,250	2
24805	24804	24901	2	2	5	100	1880	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,176	600000008,100|600000005,250	2
24901	24805	24902	2	1	1	100	1900	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,177	600000008,100|600000005,250	2
24902	24901	24903	2	1	2	100	1920	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,178	600000008,100|600000005,250	2
24903	24902	24904	2	1	3	100	1940	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,179	600000008,100|600000005,250	2
24904	24903	24905	2	1	4	100	1960	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,180	600000008,100|600000005,250	2
24905	24904	34501	2	1	5	100	1980	1	0	0	0,0,0,0	0,0	24601	600000008,140|600000005,181	600000008,100|600000005,250	2
34501	24905	34502	3	5	1	100	2000	1	1	0	0,0,0,0	0,0	24701	600000008,140|600000005,187	600000008,200|600000005,400|130193049,1	3
34502	34501	34503	3	5	2	100	2020	1	1	0	0,0,0,0	0,0	24701	600000008,140|600000005,188	600000008,200|600000005,400|130193049,1	3
34503	34502	34504	3	5	3	100	2040	1	1	0	0,0,0,0	0,0	24701	600000008,140|600000005,189	600000008,200|600000005,400|130193049,1	3
34504	34503	34505	3	5	4	100	2060	1	1	0	0,0,0,0	0,0	24701	600000008,140|600000005,190	600000008,200|600000005,400|130193049,1	3
34505	34504	34601	3	5	5	100	2080	1	1	0	0,0,0,0	0,0	24701	600000008,140|600000005,191	600000008,200|600000005,400|130193049,1	3
34601	34505	34602	3	4	1	100	2100	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,192	600000008,200|600000005,400|130193049,1	3
34602	34601	34603	3	4	2	100	2120	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,193	600000008,200|600000005,400|130193049,1	3
34603	34602	34604	3	4	3	100	2140	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,194	600000008,200|600000005,400|130193049,1	3
34604	34603	34605	3	4	4	100	2160	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,195	600000008,200|600000005,400|130193049,1	3
34605	34604	34701	3	4	5	100	2180	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,196	600000008,200|600000005,400|130193049,1	3
34701	34605	34702	3	3	1	100	2200	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,197	600000008,200|600000005,400|130193049,1	3
34702	34701	34703	3	3	2	100	2220	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,198	600000008,200|600000005,400|130193049,1	3
34703	34702	34704	3	3	3	100	2240	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,199	600000008,200|600000005,400|130193049,1	3
