600000006	600000002	20
200002001	600000008	10
200002003	600000008	10
200003001	600000008	10
200003002	600000008	10
200003003	600000008	10
200004001	600000008	10
200004002	600000008	10
200004003	600000008	10
200005001	600000008	10
200005002	600000008	10
200005003	600000008	10
200006001	600000008	10
200006002	600000008	10
200006003	600000008	10
200009001	600000008	10
200010001	600000008	10
200011001	600000008	10
200110001	600000002	50
200110002	600000002	10
200110003	600000002	50
200000005	600000002	50
300000108	600000002	50
200000006	600000002	80
200001001	600000002	10
230000302	600000002	300
230000303	600000002	300
