1	100	43	69	432	75	21	21
2	100	46	74	464	75	23	23
3	100	49	79	496	75	24	24
4	100	52	84	528	75	26	26
5	100	56	89	560	76	28	28
6	100	59	94	592	75	29	29
7	100	62	99	624	75	31	31
8	100	65	104	656	75	32	32
9	100	68	109	688	77	34	34
10	100	72	115	720	75	36	36
11	100	76	121	763	75	38	38
12	100	80	128	806	75	40	40
13	100	84	135	849	75	42	42
14	100	89	142	892	75	44	44
15	100	93	149	935	78	46	46
16	100	97	156	978	75	48	48
17	100	102	163	1021	75	50	50
18	100	106	170	1064	75	52	52
19	100	110	177	1107	75	54	54
20	100	115	184	1150	79	57	57
21	100	120	193	1207	75	59	59
22	100	126	202	1264	75	62	62
23	100	132	211	1321	75	65	65
24	100	137	220	1378	75	68	68
25	100	143	229	1435	80	71	71
26	100	149	238	1492	75	74	74
27	100	154	247	1549	75	77	77
28	100	160	256	1606	75	80	80
29	100	166	265	1663	75	83	83
30	100	172	275	1720	81	86	86
31	100	179	287	1798	75	89	89
32	100	187	300	1876	75	93	93
33	100	195	312	1954	75	97	97
34	100	203	325	2032	75	101	101
35	100	211	337	2110	82	105	105
36	100	218	350	2188	75	109	109
37	100	226	362	2266	75	113	113
38	100	234	375	2344	75	117	117
39	100	242	387	2422	75	121	121
40	100	250	400	2500	83	125	125
41	100	260	416	2600	75	130	130
42	100	270	432	2700	75	135	135
43	100	280	448	2800	75	140	140
44	100	290	464	2900	75	145	145
45	100	300	480	3000	84	150	150
46	100	310	496	3100	75	155	155
47	100	320	512	3200	75	160	160
48	100	330	528	3300	75	165	165
49	100	340	544	3400	75	170	170
50	100	350	560	3500	85	175	175
51	100	362	579	3622	75	181	181
52	100	374	599	3744	75	187	187
53	100	386	618	3866	75	193	193
54	100	398	638	3988	75	199	199
55	100	411	657	4110	86	205	205
56	100	423	677	4232	75	211	211
57	100	435	696	4354	75	217	217
58	100	447	716	4476	75	223	223
59	100	459	735	4598	75	229	229
60	100	472	755	4720	87	236	236
61	100	486	777	4862	75	243	243
62	100	500	800	5004	75	250	250
63	100	514	823	5146	75	257	257
64	100	528	845	5288	75	264	264
65	100	543	868	5430	88	271	271
66	100	557	891	5572	75	278	278
67	100	571	913	5714	75	285	285
68	100	585	936	5856	75	292	292
69	100	599	959	5998	75	299	299
70	100	614	982	6140	89	307	307
71	100	632	1011	6324	75	316	316
72	100	650	1040	6508	75	325	325
73	100	669	1070	6692	75	334	334
74	100	687	1099	6876	75	343	343
75	100	706	1129	7060	90	353	353
76	100	724	1158	7244	75	362	362
77	100	742	1187	7428	75	371	371
78	100	761	1217	7612	75	380	380
79	100	779	1246	7796	75	389	389
80	100	798	1276	7980	91	399	399
81	100	821	1314	8219	75	410	410
82	100	845	1352	8458	75	422	422
83	100	869	1390	8697	75	434	434
84	100	893	1429	8936	75	446	446
85	100	917	1467	9175	92	458	458
86	100	941	1505	9414	75	470	470
87	100	965	1544	9653	75	482	482
88	100	989	1582	9892	75	494	494
89	100	1013	1620	10131	75	506	506
90	100	1037	1659	10370	93	518	518
91	100	1068	1708	10681	75	533	533
92	100	1099	1758	10992	75	549	549
93	100	1130	1808	11303	75	564	564
94	100	1161	1857	11614	75	580	580
95	100	1192	1907	11925	94	596	596
96	100	1223	1957	12236	75	611	611
97	100	1254	2006	12547	75	627	627
98	100	1285	2056	12858	75	642	642
99	100	1348	2156	13480	95	674	674
