928001	1	1	0	200050021	100	1	0	-	-	-	-
928002	1	1	0	200050022	100	1	0	-	-	-	-
928003	1	1	0	200050023	100	1	0	-	-	-	-
928104	1	1	0	200000002	100	1|2	0	-	-	-	-
918101	1	1	0	800000046	100	1	0	-	-	-	-
918102	1	1	1	918101	100	5	0	-	-	-	-
930000	2	1	0	600000007	100	195|205	0	-	-	-	-
930001	2	1	0	600000007	100	4000	0	-	-	-	-
930002	2	1	0	600000007	100	250|282	0	-	-	-	-
930003	2	1	0	600000007	100	6000	0	-	-	-	-
930004	2	1	0	600000007	100	380|420	0	-	-	-	-
930005	2	1	0	600000007	100	8000	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
960000	10	1	0	600000001	100	16|22	0	-	-	-	-
948100	1	1	0	300000106	100	10	-	-	-	-	-
948200	1	1	0	300000106	100	10	-	-	-	-	-
948300	1	1	0	300000106	100	10	-	-	-	-	-
948400	2	1	1	948401	100	1	-	-	-	-	-
948400	2	1	1	948402	100	1	-	1011	-	-	-
948401	1	1	0	300000106	100	10	-	-	-	-	-
948402	1	1	0	330000110	100	1	-	-	-	-	-
948500	2	1	1	948501	100	1	-	-	-	-	-
948500	2	1	1	948502	100	1	-	1011	-	-	-
948501	1	1	0	300000106	100	10	-	-	-	-	-
948502	1	1	0	330000110	100	1	-	-	-	-	-
948600	2	1	1	948601	100	1	-	-	-	-	-
948600	2	1	1	948602	100	1	-	1011	-	-	-
948601	1	1	0	300000106	100	10	-	-	-	-	-
948602	1	1	0	330000110	100	1	-	-	-	-	-
952011	2	1	1	952012	100	1	0	-	-	-	-
952011	2	1	1	952013	100	1	0	-	-	-	-
952012	1	1	0	330000058	100	1	0	-	-	-	-
952012	1	1	0	330000058	100	2	0	-	-	-	-
952012	1	1	0	330000058	100	3	0	-	-	-	-
952013	1	1	0	330000061	100	1	0	-	-	-	-
952013	1	1	0	330000064	100	1	0	-	-	-	-
952013	1	1	0	330000065	100	1	0	-	-	-	-
952013	1	1	0	330000067	100	1	0	-	-	-	-
952013	1	1	0	330000068	100	1	0	-	-	-	-
953011	2	1	1	953012	100	1	0	-	-	-	-
953011	2	1	1	953013	100	1	0	-	-	-	-
953012	1	1	0	330000059	100	1	0	-	-	-	-
953012	1	1	0	330000059	100	1	0	-	-	-	-
953012	1	1	0	330000059	100	2	0	-	-	-	-
953013	1	1	0	330000071	100	1	0	-	-	-	-
953013	1	1	0	330000074	100	1	0	-	-	-	-
953013	1	1	0	330000075	100	1	0	-	-	-	-
953013	1	1	0	330000077	100	1	0	-	-	-	-
953013	1	1	0	330000078	100	1	0	-	-	-	-
954011	2	1	1	954012	100	1	0	-	-	-	-
954011	2	1	1	954013	100	1	0	-	-	-	-
954012	1	1	0	330000060	100	1	0	-	-	-	-
954012	1	1	0	330000060	100	1	0	-	-	-	-
954012	1	1	0	330000060	50	2	0	-	-	-	-
954013	1	1	0	330000081	100	1	0	-	-	-	-
954013	1	1	0	330000084	100	1	0	-	-	-	-
954013	1	1	0	330000085	100	1	0	-	-	-	-
954013	1	1	0	330000087	100	1	0	-	-	-	-
