34101	1	1007	100	0
34102	1	1012	100	0
34103	1	1013	100	0
34104	1	1009	100	0
34105	1	1010	100	0
34106	1	1011	100	0
34201	1	1107	100	0
34202	1	1110	100	0
34203	1	1111	100	0
34204	1	1108	100	0
34205	1	1109	100	0
34206	1	1106	100	0
34301	1	1206	100	0
34302	1	1209	100	0
34303	1	1211	100	0
34304	1	1207	100	0
34305	1	1208	100	0
34306	1	1210	100	0
34101	2	1007	100	0
34102	2	1012	100	0
34103	2	1013	100	0
34104	2	1009	100	0
34105	2	1010	100	0
34106	2	1011	100	0
34201	2	1107	100	0
34202	2	1110	100	0
34203	2	1111	100	0
34204	2	1108	100	0
34205	2	1109	100	0
34206	2	1106	100	0
34301	2	1206	100	0
34302	2	1209	100	0
34303	2	1211	100	0
34304	2	1207	100	0
34305	2	1208	100	0
34306	2	1210	100	0
34101	3	1007	100	0
34102	3	1012	100	0
34103	3	1013	100	0
34104	3	1009	100	0
34105	3	1010	100	0
34106	3	1011	100	0
34201	3	1107	100	0
34202	3	1110	100	0
34203	3	1111	100	0
34204	3	1108	100	0
34205	3	1109	100	0
34206	3	1106	100	0
34301	3	1206	100	0
34302	3	1209	100	0
34303	3	1211	100	0
34304	3	1207	100	0
34305	3	1208	100	0
34306	3	1210	100	0
34101	4	1007	100	0
34102	4	1012	100	0
34103	4	1013	100	0
34104	4	1009	100	0
34105	4	1010	100	0
34106	4	1011	100	0
34201	4	1107	100	0
34202	4	1110	100	0
34203	4	1111	100	0
34204	4	1108	100	0
34205	4	1109	100	0
34206	4	1106	100	0
34301	4	1206	100	0
34302	4	1209	100	0
34303	4	1211	100	0
34304	4	1207	100	0
34305	4	1208	100	0
34306	4	1210	100	0
34101	5	1007	100	0
34102	5	1012	100	0
34103	5	1013	100	0
34104	5	1009	100	0
34105	5	1010	100	0
34106	5	1011	100	0
34201	5	1107	100	0
34202	5	1110	100	0
34203	5	1111	100	0
34204	5	1108	100	0
34205	5	1109	100	0
34206	5	1106	100	0
34301	5	1206	100	0
34302	5	1209	100	0
34303	5	1211	100	0
34304	5	1207	100	0
34305	5	1208	100	0
34306	5	1210	100	0
34401	1	315	100	0
34401	2	315	100	0
34401	3	315	100	0
34401	4	315	100	0
34401	5	315	100	0
34402	1	316	100	0
34402	2	316	100	0
34402	3	316	100	0
34402	4	316	100	0
34402	5	316	100	0
34403	1	317	100	0
34403	2	317	100	0
34403	3	317	100	0
34403	4	317	100	0
34403	5	317	100	0
34404	1	318	100	0
34404	2	318	100	0
34404	3	318	100	0
34404	4	318	100	0
34404	5	318	100	0
34405	1	319	100	0
34405	2	319	100	0
34405	3	319	100	0
34405	4	319	100	0
34405	5	319	100	0
34406	1	320	100	0
34406	2	320	100	0
34406	3	320	100	0
34406	4	320	100	0
34406	5	320	100	0
34407	1	321	100	0
34407	2	321	100	0
34407	3	321	100	0
34407	4	321	100	0
34407	5	321	100	0
34408	1	322	100	0
34408	2	322	100	0
34408	3	322	100	0
34408	4	322	100	0
34408	5	322	100	0
34409	1	323	100	0
34409	2	323	100	0
34409	3	323	100	0
34409	4	323	100	0
34409	5	323	100	0
34410	1	324	100	0
34410	2	324	100	0
34410	3	324	100	0
34410	4	324	100	0
34410	5	324	100	0
34411	1	325	100	0
34411	2	325	100	0
34411	3	325	100	0
34411	4	325	100	0
34411	5	325	100	0
34412	1	326	100	0
34412	2	326	100	0
34412	3	326	100	0
34412	4	326	100	0
34412	5	326	100	0
