40	4	1	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	2	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	3	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	4	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	5	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	6	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	7	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	8	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	9	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	10	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	11	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	4	12	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	1	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	2	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	3	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	4	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	5	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	6	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	7	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	8	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	9	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	10	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	11	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	4	12	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	4	1	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	2	12	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	3	12	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	4	12	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	5	12	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	6	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	7	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	8	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	9	12	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	10	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	11	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
60	4	12	12	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	1	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	2	14	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	3	14	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	4	14	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	5	14	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	6	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	7	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	8	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	9	14	5	1	0	26	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	10	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	11	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
70	4	12	14	4	1	0	25	100	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	1	16	4	2	0	25	200	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	2	16	5	2	0	26	200	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	3	16	5	2	0	26	200	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	4	16	5	2	0	26	200	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	5	16	5	2	0	26	200	2	0	0	0	0	0	0	0	0	0	0	0	0
80	4	6	16	4	2	0	25	200	2	0	0	0	0	0	0	0	0	0	0	0	0
