1	103	80	93	1
2	103	163	79	1
3	103	175	142	1
4	103	132	185	1
5	103	94	175	1
6	113	60	57	20
7	113	69	82	20
8	113	81	90	20
9	113	101	74	20
10	113	80	55	20
11	105	66	104	30
12	105	98	102	30
13	105	117	89	30
14	105	88	63	30
15	106	34	108	40
16	106	72	143	40
17	106	95	107	40
18	106	92	42	40
19	106	144	74	40
20	107	59	90	50
21	107	66	113	50
22	107	105	93	50
23	107	91	41	50
24	107	130	56	50
25	108	58	78	60
26	108	110	54	60
27	108	132	81	60
28	108	75	117	60
29	118	72	51	30
30	118	95	75	30
31	118	128	72	30
32	118	89	118	30
33	118	62	113	30
34	109	81	138	70
35	109	113	64	70
36	109	92	54	70
37	109	62	78	70
38	110	81	136	80
39	110	42	85	80
