1	0	22001_0_3_5	10	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0
2	0	22002_0_3_5	20	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	22003_0_3_5	30	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	22004_0_3_5	40	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
5	0	22005_0_3_5	50	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
6	0	22001_0_3_10	60	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
7	0	22001_0_3_1	70	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
8	0	22001_0_3_2	80	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
9	0	22001_0_3_3	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
10	1	22006_0_1_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
11	1	22007_0_2_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
12	1	22008_0_3_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
13	1	22009_0_4_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
14	1	22010_0_5_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
15	1	22006_0_1_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
16	1	22007_0_2_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
17	1	22008_0_3_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
18	1	22009_0_4_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
19	1	22010_0_5_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
20	1	22006_0_1_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
21	1	22007_0_2_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
22	1	22008_0_3_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
23	1	22009_0_4_1	90	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
