210000901	1	1|3|5	1	4000			700	600000001	100
210000902	1	2|4|6	2	4000			700	600000001	100
210000903	1	2|4|6	4	4000			700	600000001	100
210000904	1	2|4|6	5	40			700	600000001	100
210000905	1	1|3|5	3	4000			700	600000001	100
210000906	1	2|4|6	6	40			700	600000001	100
210000907	1	7|8|9	8	3			700	600000001	100
210000908	1	1|3|5	1	4000		100	700	600000001	100
210000909	1	2|4|6	2	4000		100	700	600000001	100
210000910	1	2|4|6	4	4000		100	700	600000001	100
210000911	1	2|4|6	5	40		100	700	600000001	100
210000912	1	1|3|5	3	4000		100	700	600000001	100
210000913	1	2|4|6	6	40		100	700	600000001	100
210000914	1	7|8|9	8	3		100	700	600000001	100
220000901	2	1|3|5	1	10000			700	600000001	300
220000902	2	1|3|5	18	10			700	600000001	300
220000903	2	2|4|6	2	10000			700	600000001	300
220000904	2	2|4|6	4	10000			700	600000001	300
220000905	2	2|4|6	5	100			700	600000001	300
220000906	2	7|8|9	7	8			700	600000001	300
220000907	2	1|7	13	5			700	600000001	300
220000908	2	8	11	5			700	600000001	300
220000909	2	6	15	5			700	600000001	300
220000910	2	1|3|5	3	10000			700	600000001	300
220000911	2	1|3|5	19	10			700	600000001	300
220000912	2	2|4|6	6	100			700	600000001	300
220000913	2	7|8|9	8	8			700	600000001	300
220000914	2	1|7	14	5			700	600000001	300
220000915	2	8	12	5			700	600000001	300
220000916	2	1|3|5	1	10000		100	700	600000001	300
220000917	2	1|3|5	18	10		100	700	600000001	300
220000918	2	2|4|6	2	10000		100	700	600000001	300
220000919	2	2|4|6	4	10000		100	700	600000001	300
220000920	2	2|4|6	5	100		100	700	600000001	300
220000921	2	7|8|9	7	8		100	700	600000001	300
220000922	2	1|7	13	5		100	700	600000001	300
220000923	2	8	11	5		100	700	600000001	300
220000924	2	6	15	5		100	700	600000001	300
220000925	2	1|3|5	3	10000		100	700	600000001	300
220000926	2	1|3|5	19	10		100	700	600000001	300
220000927	2	2|4|6	6	100		100	700	600000001	300
220000928	2	7|8|9	8	8		100	700	600000001	300
220000929	2	1|7	14	5			700	600000001	300
220000930	2	8	12	5			700	600000001	300
230000901	3	1|3|5	1	15000			995	600000001	1000
230000902	3	1|3|5	1	19000			995	600000001	1000
230000903	3	1|3|5	1	23000			995	600000001	1000
230000904	3	1|3|5	18	15			995	600000001	1000
230000905	3	2|4|6	2	15000			995	600000001	1000
230000906	3	2|4|6	2	19000			995	600000001	1000
230000907	3	2|4|6	2	23000			995	600000001	1000
230000908	3	2|4|6	4	15000			995	600000001	1000
230000909	3	2|4|6	4	19000			995	600000001	1000
230000910	3	2|4|6	4	23000			995	600000001	1000
230000911	3	2|4|6	5	150			995	600000001	1000
230000912	3	2|4|6	5	190			995	600000001	1000
230000913	3	2|4|6	5	230			995	600000001	1000
230000914	3	7|8|9	7	12			995	600000001	1000
230000915	3	7|8|9	7	16			995	600000001	1000
230000916	3	1|7	13	12			995	600000001	1000
230000917	3	1|3|5	3	15000			995	600000001	1000
230000918	3	1|3|5	3	19000			995	600000001	1000
230000919	3	1|3|5	3	23000			995	600000001	1000
230000920	3	1|3|5	19	15			995	600000001	1000
230000921	3	2|4|6	6	150			995	600000001	1000
230000922	3	2|4|6	6	190			995	600000001	1000
230000923	3	2|4|6	6	230			995	600000001	1000
230000924	3	7|8|9	8	12			995	600000001	1000
230000925	3	7|8|9	8	16			995	600000001	1000
230000926	3	1|7	13	8			995	600000001	1000
230000927	3	1|7	14	12			995	600000001	1000
230000928	3	6	15	8			995	600000001	1000
230000929	3	8	11	12			995	600000001	1000
230000930	3	8	12	12			995	600000001	1000
230000931	3	1|3|5	1	15000		1176	995	600000001	1000
230000932	3	1|3|5	1	19000		385	995	600000001	1000
230000933	3	1|3|5	1	23000		132	995	600000001	1000
230000934	3	1|3|5	18	15		1176	995	600000001	1000
230000935	3	2|4|6	2	15000		1176	995	600000001	1000
230000936	3	2|4|6	2	19000		385	995	600000001	1000
230000937	3	2|4|6	2	23000		132	995	600000001	1000
230000938	3	2|4|6	4	15000		1176	995	600000001	1000
230000939	3	2|4|6	4	19000		385	995	600000001	1000
230000940	3	2|4|6	4	23000		132	995	600000001	1000
230000941	3	2|4|6	5	150		1176	995	600000001	1000
230000942	3	2|4|6	5	190		385	995	600000001	1000
230000943	3	2|4|6	5	230		132	995	600000001	1000
230000944	3	7|8|9	7	12		1176	995	600000001	1000
230000945	3	7|8|9	7	16		385	995	600000001	1000
230000946	3	1|7	13	12		132	995	600000001	1000
230000947	3	1|3|5	3	15000		1176	995	600000001	1000
230000948	3	1|3|5	3	19000		385	995	600000001	1000
230000949	3	1|3|5	3	23000		132	995	600000001	1000
230000950	3	1|3|5	19	15		1176	995	600000001	1000
230000951	3	2|4|6	6	150		1176	995	600000001	1000
230000952	3	2|4|6	6	190		385	995	600000001	1000
230000953	3	2|4|6	6	230		132	995	600000001	1000
230000954	3	7|8|9	8	12		1176	995	600000001	1000
230000955	3	7|8|9	8	16		385	995	600000001	1000
230000956	3	1|7	13	8		1176	995	600000001	1000
230000957	2	1|7	14	12		100	700	600000001	300
230000958	3	6	15	8		385	995	600000001	1000
230000959	3	8	11	12		385	995	600000001	1000
230000960	3	8	12	12		385	995	600000001	1000
240000901	5	1|3|5	1	27000		19	1000	600000001	10000
240000902	5	1|3|5	3	27000		19	1000	600000001	10000
240000903	5	2|4|6	2	27000		19	1000	600000001	10000
240000904	5	6	15	15		19	1000	600000001	10000
240000905	5	7|8|9	7	25		19	1000	600000001	10000
240000906	5	1|7	13	15		6	1000	600000001	10000
240000907	5	1|7	14	15		19	1000	600000001	10000
240000908	5	1			1200562	0	1000	600000001	10000
