1	10000	10500	10100	1000
2	10000	11200	10200	2000
3	10000	11900	10300	3000
4	9000	12600	10400	4000
5	8000	13300	10500	5000
6	7000	14000	10600	6000
7	6000	14700	10700	7000
8	5000	15400	10800	8000
9	4000	16100	10900	9000
10	3000	16800	11000	10000
11	3000	17500	11100	11000
12	3000	18200	11200	12000
13	3000	18900	11300	13000
14	3000	19600	11400	14000
15	3000	20300	11500	15000
16	3000	21000	11600	16000
17	3000	21700	11700	17000
18	3000	22400	11800	18000
19	3000	23100	11900	19000
20	3000	23800	12000	20000
21	3000	24500	12100	21000
22	3000	25200	12200	22000
23	3000	25900	12300	23000
24	3000	26600	12400	24000
25	3000	27300	12500	25000
26	3000	28000	12600	26000
27	3000	28700	12700	27000
28	3000	29400	12800	28000
29	3000	30100	12900	29000
30	3000	30800	13000	30000
