1	1	5000	5000	0	0	0	0	0	0	0	0	0
2	1	2000	5000	5000	0	0	0	0	0	0	0	0
3	1	1000	2000	5000	5000	0	0	0	0	0	0	0
4	1	0	1000	300	500	5000	0	0	0	0	0	0
5	1	0	0	200	400	5000	5000	0	0	0	0	0
6	1	0	0	100	300	500	5000	5000	0	0	0	0
7	1	0	0	0	200	400	5000	5000	5000	0	0	0
8	1	0	0	0	100	300	500	5000	5000	5000	0	0
9	1	0	0	0	0	200	400	5000	5000	5000	5000	0
10	1	0	0	0	0	100	300	500	5000	5000	5000	5000
11	1	0	0	0	0	0	200	400	5000	5000	5000	5000
12	1	0	0	0	0	0	100	300	500	5000	5000	5000
13	1	0	0	0	0	0	0	200	400	5000	5000	5000
14	1	0	0	0	0	0	0	100	300	500	5000	5000
15	1	0	0	0	0	0	0	0	200	400	5000	5000
16	1	0	0	0	0	0	0	0	100	300	5000	5000
17	1	0	0	0	0	0	0	0	0	200	5000	5000
18	1	0	0	0	0	0	0	0	0	100	5000	5000
19	1	0	0	0	0	0	0	0	0	0	5000	5000
20	1	0	0	0	0	0	0	0	0	0	5000	5000
21	1	0	0	0	0	0	0	0	0	0	0	500
22	1	0	0	0	0	0	0	0	0	0	0	400
23	1	0	0	0	0	0	0	0	0	0	0	300
24	1	0	0	0	0	0	0	0	0	0	0	200
25	1	0	0	0	0	0	0	0	0	0	0	100
1	2	5000	5000	0	0	0	0	0	0	0	0	0
2	2	2000	5000	5000	0	0	0	0	0	0	0	0
3	2	1000	2000	5000	5000	0	0	0	0	0	0	0
4	2	0	1000	300	500	5000	0	0	0	0	0	0
5	2	0	0	200	400	5000	5000	0	0	0	0	0
6	2	0	0	100	300	500	5000	5000	0	0	0	0
7	2	0	0	0	200	400	5000	5000	5000	0	0	0
8	2	0	0	0	100	300	500	5000	5000	5000	0	0
9	2	0	0	0	0	200	400	5000	5000	5000	5000	0
10	2	0	0	0	0	100	300	500	5000	5000	5000	5000
11	2	0	0	0	0	0	200	400	5000	5000	5000	5000
12	2	0	0	0	0	0	100	300	500	5000	5000	5000
13	2	0	0	0	0	0	0	200	400	5000	5000	5000
14	2	0	0	0	0	0	0	100	300	500	5000	5000
15	2	0	0	0	0	0	0	0	200	400	5000	5000
16	2	0	0	0	0	0	0	0	100	300	5000	5000
17	2	0	0	0	0	0	0	0	0	200	5000	5000
18	2	0	0	0	0	0	0	0	0	100	5000	5000
19	2	0	0	0	0	0	0	0	0	0	5000	5000
20	2	0	0	0	0	0	0	0	0	0	5000	5000
21	2	0	0	0	0	0	0	0	0	0	0	500
22	2	0	0	0	0	0	0	0	0	0	0	400
23	2	0	0	0	0	0	0	0	0	0	0	300
24	2	0	0	0	0	0	0	0	0	0	0	200
25	2	0	0	0	0	0	0	0	0	0	0	100
1	3	5000	5000	0	0	0	0	0	0	0	0	0
2	3	2000	5000	5000	0	0	0	0	0	0	0	0
3	3	1000	2000	5000	5000	0	0	0	0	0	0	0
4	3	0	1000	300	500	5000	0	0	0	0	0	0
5	3	0	0	200	400	5000	5000	0	0	0	0	0
6	3	0	0	100	300	500	5000	5000	0	0	0	0
7	3	0	0	0	200	400	5000	5000	5000	0	0	0
8	3	0	0	0	100	300	500	5000	5000	5000	0	0
9	3	0	0	0	0	200	400	5000	5000	5000	5000	0
10	3	0	0	0	0	100	300	500	5000	5000	5000	5000
11	3	0	0	0	0	0	200	400	5000	5000	5000	5000
12	3	0	0	0	0	0	100	300	500	5000	5000	5000
13	3	0	0	0	0	0	0	200	400	5000	5000	5000
14	3	0	0	0	0	0	0	100	300	500	5000	5000
15	3	0	0	0	0	0	0	0	200	400	5000	5000
16	3	0	0	0	0	0	0	0	100	300	5000	5000
17	3	0	0	0	0	0	0	0	0	200	5000	5000
18	3	0	0	0	0	0	0	0	0	100	5000	5000
19	3	0	0	0	0	0	0	0	0	0	5000	5000
20	3	0	0	0	0	0	0	0	0	0	5000	5000
21	3	0	0	0	0	0	0	0	0	0	0	500
22	3	0	0	0	0	0	0	0	0	0	0	400
23	3	0	0	0	0	0	0	0	0	0	0	300
24	3	0	0	0	0	0	0	0	0	0	0	200
25	3	0	0	0	0	0	0	0	0	0	0	100
1	5	5000	5000	0	0	0	0	0	0	0	0	0
2	5	2000	5000	5000	0	0	0	0	0	0	0	0
3	5	1000	2000	5000	5000	0	0	0	0	0	0	0
4	5	0	1000	300	500	5000	0	0	0	0	0	0
5	5	0	0	200	400	5000	5000	0	0	0	0	0
6	5	0	0	100	300	500	5000	5000	0	0	0	0
7	5	0	0	0	200	400	5000	5000	5000	0	0	0
8	5	0	0	0	100	300	500	5000	5000	5000	0	0
9	5	0	0	0	0	200	400	5000	5000	5000	0	0
10	5	0	0	0	0	100	300	500	5000	5000	0	5000
11	5	0	0	0	0	0	200	400	5000	5000	0	5000
12	5	0	0	0	0	0	100	300	500	5000	0	5000
13	5	0	0	0	0	0	0	200	400	5000	0	5000
14	5	0	0	0	0	0	0	100	300	500	0	5000
15	5	0	0	0	0	0	0	0	200	400	0	5000
16	5	0	0	0	0	0	0	0	100	300	0	5000
17	5	0	0	0	0	0	0	0	0	200	0	5000
18	5	0	0	0	0	0	0	0	0	100	0	5000
19	5	0	0	0	0	0	0	0	0	0	0	5000
20	5	0	0	0	0	0	0	0	0	0	10000	5000
21	5	0	0	0	0	0	0	0	0	0	0	500
22	5	0	0	0	0	0	0	0	0	0	0	400
23	5	0	0	0	0	0	0	0	0	0	0	300
24	5	0	0	0	0	0	0	0	0	0	0	200
25	5	0	0	0	0	0	0	0	0	0	0	100
